tracker_id,solo_Wins,solo_HeadshotKillsPg
1501,0.603774,0.026909
54876,0.009434,0.04
16077,0,0
22557,0.009434,0.039273
15537,0.009434,0
142040,0.009434,0.024
210044,0.113208,0.017455
127623,0.009434,0.047273
6298,0.141509,0.035636
45845,0,0.045091
3184,0.018868,0.045091
1309,0.009434,0.135273
15826,0.028302,0.021091
132992,0.066038,0.036364
41555,0.09434,0.048
76629,0.009434,0.072727
68632,0.028302,0.037818
50409,0.018868,0.015273
34465,0.018868,0.121455
20109,0.45283,0.051636
51221,0.028302,0.036364
13360,0.122642,0.032727
28753,0.009434,0.096727
2136,0,0.029091
13505,0.056604,0.032
646,0.075472,0.066909
43692,0.04717,0.042909
48083,0.018868,0.062545
12228,0.037736,0.026909
53173,0.028302,0.031273
15990,0.009434,0.024
121830,0.018868,0.048727
179377,0.009434,0.077818
97112,0.056604,0.062545
26660,0.018868,0.072727
34599,0.018868,0.072727
7449,0,0.045091
26277,0.018868,0.078545
183559,0.037736,0.032
28766,0.009434,0.008727
210218,0.009434,0.016
6680,0.056604,0.053818
18158,0.009434,0.021818
92174,0,0.012364
130996,0.056604,0.069091
890,0.009434,0.072727
217078,0.028302,0.095273
68455,0.037736,0.014545
139727,0.09434,0.048
31315,0.113208,0.109091
209269,0.160377,0.021818
26306,0.122642,0.033455
51124,0.283019,0.016727
89516,0,0.024
4141,0.537736,0.034909
13493,0.009434,0.031273
438,0.5,0.058182
210301,0.028302,0.059636
128394,0.018868,0.024
24339,0,0
28222,0.018868,0.040727
1731,0.037736,0.061818
167496,0.028302,0.036364
42254,0.245283,0.036364
26096,0.028302,0.054545
133159,0.04717,0.037091
27239,0.09434,0.042182
10989,0.018868,0.018909
171748,0.037736,0.048
39774,0.056604,0.029091
30218,0.415094,0.087273
114759,0.028302,0.036364
15167,0.084906,0.050182
9938,0.009434,0.088727
97180,0.009434,0.027636
52978,0.009434,0.157818
70328,0.009434,0.029091
18938,0.037736,0.117818
26645,0.009434,0.030545
17723,0.226415,0.016
122851,0.141509,0.021818
29467,0,0.116364
78753,0.150943,0.024727
39726,0.377358,0.029091
12166,0.018868,0.04
7865,0.028302,0.025455
27997,0.292453,0.013818
64385,0.018868,0.008
23846,0.009434,0.072727
3779,0,0
129536,0.056604,0.026909
141767,0.103774,0.016
599,0.273585,0.086545
137167,0.028302,0.028364
18936,0.009434,0.181818
7999,0.009434,0.036364
161190,0.018868,0.018182
194043,0.028302,0.034909
48822,0.066038,0.017455
779,0.066038,0.053818
209760,0.018868,0.090909
50663,0.160377,0.072727
4233,0.216981,0.018909
23072,0.084906,0.038545
2006,0.04717,0.082909
27795,0.084906,0.080727
42287,0.009434,0.072727
34107,0.009434,0.101818
17233,0.04717,0.020364
9876,0.132075,0.023273
16640,0.009434,0.050909
3129,0.009434,0.065455
102793,0.169811,0.147636
167657,0.018868,0.021091
12491,0.150943,0.045818
5121,0.056604,0.024
4754,0.04717,0.048727
126956,0.056604,0.074909
173918,0.018868,0.014545
33663,0.141509,0.025455
8213,0.018868,0.042909
18031,0.018868,0.020364
27489,0.009434,0.034182
11479,0.009434,0.011636
113527,0.028302,0.045818
23417,0.009434,0.072727
8463,0.056604,0.069818
41200,0.132075,0.013818
48125,0.009434,0.023273
34040,0.028302,0.022545
42250,0.150943,0.024
15978,0,0.014545
54194,0.037736,0.012364
157215,0.066038,0.083636
85339,0.009434,0.015273
120561,0.084906,0.016
7538,0.037736,0.037091
65161,0.141509,0.020364
14736,0.056604,0.061091
17854,0.933962,0.045091
22537,0.037736,0.015273
2231,0.018868,0.036364
23437,0.037736,0.072727
49802,0.09434,0.013818
19080,0.103774,0.023273
26908,0.084906,0.032
24562,0,0.036364
3813,0.018868,0.081455
605,0.018868,0.157818
581,0.009434,0.048727
15246,0.122642,0.018909
115428,0.066038,0.025455
84282,0.04717,0.018909
4392,0,0
14663,0.009434,0.022545
14881,0.367925,0.053818
104473,0.103774,0.032727
6849,0.028302,0.056
22572,0.235849,0.043636
31627,0.056604,0.109091
214653,0.320755,0.069818
131816,0.160377,0.018909
32875,0.132075,0.031273
36361,0,0.015273
53612,0.056604,0.041455
21221,0.018868,0.036364
147833,0.037736,0.050182
6701,0,0
11341,0.028302,0.063273
14799,0.056604,0.125818
9753,0.066038,0.090909
6409,0.009434,0.036364
138358,0.179245,0.068364
63738,0.037736,0.021818
24853,0.056604,0.018909
208813,0.04717,0.345455
9439,0.188679,0.054545
10503,0.169811,0.058182
44963,0,0
125814,0.150943,0.188364
13354,0.028302,0.053818
29332,0.084906,0.036364
48640,0.226415,0.022545
204661,0.018868,0.022545
6198,0.056604,0.107636
118275,0.04717,0.016
103145,0.009434,0.181818
9051,0.028302,0.011636
30724,0.066038,0.021818
151178,0.028302,0.231273
44100,0.009434,0.030545
34677,0.009434,0.013818
15902,0,0
15855,0.103774,0.015273
40469,0.056604,0.04
11624,0.018868,0.012364
15202,0.207547,0.036364
141815,0.150943,0.040727
8542,0.075472,0.021091
677,0.40566,0.085818
2441,0,0.218182
101251,0.018868,0.012364
35062,0.273585,0.025455
23997,0.028302,0.037818
188623,0,0
176516,0.037736,0.026182
210133,0.018868,0.015273
70025,0.037736,0.018909
1371,0.386792,0.064
6274,1,0.063273
31652,0.028302,0.022545
3158,0.160377,0.086545
159629,0.066038,0.050182
81125,0,0.072727
5620,0.141509,0.044364
96858,0.066038,0.012364
109077,0.018868,0.041455
50174,0.018868,0.018909
47925,0.216981,0.022545
201578,0,0.045818
17937,0.009434,0.109091
176805,0.028302,0.013818
20379,0.04717,0.178182
71678,0.037736,0.048727
133926,0.04717,0.034182
194507,0.028302,0.085818
124161,0.037736,0.036364
191388,0.075472,0.026909
2537,0.009434,0.026182
12718,0.009434,0.145455
45405,0.018868,0.016
65559,0,0
26460,0.009434,0.044364
14122,0.028302,0.024
41428,0.009434,0.037091
218264,0.066038,0.021818
158468,0.009434,0.218182
32424,0.537736,0.033455
2251,0.028302,0.035636
83300,0.028302,0.024
52734,0.198113,0.023273
217407,0.009434,0.036364
21837,0.075472,0.024727
162986,0.113208,0.010909
6653,0.018868,0.072727
1692,0.056604,0.104
30803,0.150943,0.046545
16144,0.018868,0.026909
45200,0.04717,0.013818
169642,0.037736,0.021818
136342,0.066038,0.029818
145213,0.084906,0.021818
12257,0.04717,0.114182
176612,0.462264,0.072727
147585,0.028302,0.032727
47173,0.04717,0.019636
825,0.037736,0.116364
6711,0.028302,0.030545
54066,0.018868,0.045091
22322,0.075472,0.065455
145801,0.037736,0.044364
13063,0.084906,0.097455
80586,0.018868,0.017455
158847,0.009434,0.015273
164922,0.113208,0.014545
26574,0.037736,0.098909
36346,0.179245,0.037091
41822,0.009434,0.064727
187548,0.066038,0.040727
146576,0,0.021818
6375,0.04717,0.060364
109789,0.04717,0.026182
6993,0,0
23430,0.179245,0.029091
52083,0.09434,0.090182
203443,0.037736,0.021091
8206,0.037736,0.050909
55440,0.349057,0.085091
94436,0.04717,0.016
131568,0.037736,0.025455
13054,0.028302,0.101818
15648,0,0.072727
159438,0.009434,0.017455
154460,0.207547,0.025455
6361,0,0
154843,0.037736,0.010909
26684,0.028302,0.041455
113515,0.103774,0.029818
6923,0.103774,0.056727
93761,0.056604,0.050909
4331,0.009434,0.013091
50581,0.018868,0.029091
12586,0.009434,0.034182
37491,0.122642,0.034909
129410,0.009434,0.023273
7227,0.04717,0.029818
63556,0,0.018909
42436,0.396226,0.061091
127209,0.009434,0.054545
12912,0.45283,0.077091
209237,0.028302,0.017455
2768,0.09434,0.033455
90348,0.09434,0.044364
172372,0.009434,0.033455
15432,0.009434,0.218182
28435,0.009434,0.029091
3125,0.018868,0.026182
18921,0.009434,0.027636
53676,0.301887,0.059636
3149,0.066038,0.068364
193906,0.028302,0.024
54067,0.009434,0.014545
133070,0.018868,0.040727
205630,0,0
51487,0,0.056
24644,0.075472,0.015273
8658,0.009434,0.038545
52949,0,0.030545
38459,0.150943,0.035636
209725,0.018868,0.012364
15363,0,0.086545
12666,0,0.059636
104283,0.018868,0.018182
42643,0,0.029091
26692,0.207547,0.032727
122707,0.018868,0.016
174685,0.141509,0.021091
102623,0.009434,0.018182
9149,0.056604,0.021818
29925,0.028302,0.052364
46091,0.207547,0.030545
45701,0.018868,0.021818
21144,0.028302,0.016727
24085,0.084906,0.013818
14613,0.396226,0.018182
29472,0.028302,0.021091
51134,0.075472,0.340364
20427,0.075472,0.013091
35209,0.018868,0.029818
6495,0.037736,0.016
22812,0.018868,0.032727
205162,0.04717,0.011636
41426,0.028302,0.029091
209712,0.037736,0.020364
188597,0.028302,0.017455
33379,0.04717,0.009455
118869,0.122642,0.042182
16603,0.103774,0.026182
193788,0.018868,0.037091
35514,0.150943,0.035636
97530,0.009434,0.029818
6054,0,0.072727
95376,0.037736,0.038545
23441,0.028302,0.064727
8399,0.028302,0.027636
109238,0.009434,0
1518,0,0.031273
27542,0.056604,0.032
12245,0.018868,0.051636
7844,0.018868,0.024
149903,0,0.018909
39675,0.273585,0.056727
1194,0.518868,0.076364
72769,0.207547,0.025455
12328,0.028302,0.036364
18124,0.009434,0.040727
8717,0.122642,0.019636
14628,0.122642,0.019636
29303,0.433962,0.037818
3428,0.584906,0.063273
9168,0.075472,0.034909
210805,0.028302,0.04
6458,0.056604,0.012364
149284,0.009434,0.016
51215,0.09434,0.055273
122430,0.018868,0.034182
75023,0.056604,0.011636
50155,0.09434,0.048
21896,0.037736,0.038545
124454,0.018868,0.013091
78882,0.037736,0.082182
170122,0.04717,0.024727
15536,0,0.062545
4094,0,0
30728,0.037736,0.012364
112625,0.188679,0.045818
6383,0.028302,0.016
185251,0.04717,0.262545
98953,0.056604,0.026182
28899,0.349057,0.039273
31838,0.613208,0.050182
19197,0.103774,0.019636
98868,0.018868,0.032
9707,0,0.024
109443,0.009434,0.018182
111238,0.254717,0.044364
8254,0.018868,0.048727
76508,0.018868,0.021091
90062,0.009434,0.039273
92533,0.028302,0.016727
26453,0.113208,0.025455
14148,0.009434,0.090909
43546,0.084906,0.033455
1429,0.45283,0.062545
158203,0.04717,0.013091
18833,0.04717,0.019636
18081,0.04717,0.024
47837,0.028302,0.045091
1269,0.009434,0.069818
3396,0.028302,0.290909
65352,0.037736,0.020364
14826,0,0.037818
119762,0.009434,0.072727
7120,0.028302,0.051636
13417,0.009434,0.060364
71715,0,0.016727
30123,0.018868,0.066182
12353,0.113208,0.020364
9070,0.075472,0.021818
46942,0.028302,0.031273
45976,0.009434,0.040727
20739,0.066038,0.096
172104,0.018868,0.045818
202288,0.009434,0.032727
81085,0,0.054545
49389,0.037736,0.014545
208013,0.04717,0.013091
6718,0,0.163636
176343,0.009434,0.007273
85766,0.018868,0.081455
770,0.009434,0.004364
45808,0,0.026182
122783,0.075472,0.037091
1638,0.018868,0.023273
47550,0,0.016
33009,0.122642,0.034182
23938,0.150943,0.013091
9238,0.018868,0.026909
12297,0.037736,0.014545
13722,0.009434,0.024
60445,0.04717,0.036364
15320,0.04717,0.048727
22773,0.09434,0.011636
12251,0.009434,0.079273
6078,0.018868,0.026909
16696,0.132075,0.045091
54187,0.018868,0.010909
44743,0.264151,0.025455
10399,0.066038,0.056
198570,0.09434,0.036364
49127,0.009434,0.032
19623,0.009434,0.013818
103356,0.009434,0.016727
15876,0,0.029091
146874,0.066038,0.028364
16631,0,0.029818
8596,0.216981,0.031273
23347,0,0
14146,0.056604,0.052364
49269,0.141509,0.024
29315,0.018868,0.036364
13467,0.009434,0.072727
212939,0.04717,0.009455
46546,0,0.018182
91029,0.09434,0.04
31871,0.018868,0.024
111032,0.113208,0.062545
114766,0.009434,0.042909
107599,0.028302,0.014545
47235,0.037736,0.068364
137809,0.018868,0.109091
8407,0.160377,0.026182
103194,0.103774,0.034909
24448,0.028302,0.050909
8059,0.009434,0.020364
167607,0.04717,0.065455
3127,0,0
15947,0.04717,0.026182
6886,0.066038,0.049455
53926,0.028302,0.052364
145816,0.075472,0.018909
7255,0.037736,0.024727
12758,0.009434,0.031273
188961,0.113208,0.521455
47358,0.09434,0.026182
97476,0.037736,0.008727
33792,0.009434,0.050909
2175,0.009434,0.029091
6970,0.009434,0.053091
25454,0.04717,0.066909
40516,0,0.077818
24523,0.188679,0.015273
16621,0.207547,0.068364
213964,0.066038,0.016
31474,0,0.020364
215256,0.009434,0.019636
108001,0.141509,0.018909
117902,0.018868,0.034182
107122,0.018868,0.054545
5659,0.04717,0.061818
108450,0.028302,0.035636
14083,0.09434,0.032
129088,0,0.145455
164478,0.028302,0.023273
187561,0.113208,0.048727
1234,0.198113,0.071273
101732,0.254717,0.024727
578,0,0.090909
79368,0.066038,0.024727
19267,0.018868,0.023273
25922,0.066038,0.020364
128085,0.018868,0.113455
3687,0.028302,0.066182
32445,0.037736,0.028364
16394,0.018868,0.066182
4240,0.264151,0.046545
90268,0.018868,0.028364
12723,0.075472,0.045091
31468,0.04717,0.035636
121779,0.066038,0.017455
43299,0.066038,0.016
15749,0.349057,0.044364
70318,0.037736,0.021818
22431,0.132075,0.056727
122393,0.009434,0.014545
41823,0.075472,0.030545
19462,0,0.023273
45896,0,0
117188,0.179245,0.029818
8939,0.075472,0.033455
53497,0.009434,0.013091
177499,0.056604,0.011636
95346,0.122642,0.025455
45393,0.028302,0.121455
193946,0.04717,0.027636
42120,0.009434,0.096727
23320,0.009434,0.101818
202537,0.056604,0.027636
206242,0.056604,0.010182
209130,0.056604,0.048
18714,0,0
9723,0.009434,0.121455
182617,0.160377,0.025455
216890,0.009434,0.058182
24942,0.207547,0.054545
29755,0.028302,0.314909
212914,0.018868,0.077818
134180,0.169811,0.029818
213265,0.009434,0.028364
25064,0.028302,0.052364
68605,0.018868,0.038545
54088,0.028302,0.041455
14440,0.018868,0.032727
153854,0.009434,0.014545
149900,0.04717,0.012364
129924,0.009434,0.072727
21123,0.009434,0.029818
153657,0.018868,0.021091
41967,0.084906,0.016
160233,0.028302,0.016727
9140,0.179245,0.059636
211836,0.009434,0.022545
29701,0.084906,0.025455
54082,0,0.026182
24453,0.037736,0.047273
24769,0,0.036364
63803,0.075472,0.018182
208908,0.084906,0.018182
171282,0.169811,0.058909
20512,0.009434,0.041455
33446,0.037736,0.023273
4110,0.575472,0.056
193679,0,0.014545
41243,0.04717,0.029091
7311,0.028302,0.058182
7522,0.160377,0.072727
209308,0.04717,0.016
34330,0.009434,0.025455
91223,0.056604,0.010909
19728,0.028302,0.036364
48523,0.122642,0.013818
2416,0.04717,0.104
9375,0.113208,0.074182
136377,0.04717,0.018909
42813,0.028302,0.059636
146721,0.009434,0.034182
22073,0.028302,0.090909
21649,0.009434,0.024
98289,0.04717,0.038545
23533,0,0.036364
72412,0.009434,0.008727
22648,0.028302,0.064
113524,0,0.020364
171388,0.037736,0.018182
36551,0.084906,0.044364
33940,0.056604,0.032727
32876,0.028302,0.023273
49700,0.028302,0.030545
2126,0.028302,0.066909
50906,0,0.072727
85189,0.028302,0.027636
30205,0.575472,0.030545
86742,0.037736,0.021091
22403,0.018868,0.023273
8420,0.018868,0.031273
58609,0,0.036364
5874,0,0.026909
214667,0.009434,0.002909
44239,0.018868,0.072727
23167,0.018868,0.040727
36791,0.160377,0.028364
205421,0.018868,0.015273
203270,0.066038,0.022545
126184,0.056604,0.024727
8523,0,0.034182
171558,0.075472,0.035636
37300,0.009434,0.021091
13221,0.330189,0.183273
136352,0.113208,0.025455
27150,0.018868,0.039273
115586,0.084906,0.025455
199359,0.056604,0.032727
12323,0.056604,0.042909
30592,0.132075,0.032727
48179,0.018868,0.016727
397,0.273585,0.101091
29709,0.103774,0.034909
6913,0.301887,0.068364
115376,0.066038,0.034909
33148,0.037736,0.015273
64021,0.018868,0.024727
45390,0.018868,0.026182
17609,0,0.013818
6145,0.009434,0.018182
154748,0.122642,0.029818
130745,0.009434,0.016
213942,0.009434,0.019636
35174,0.150943,0.061091
17933,0.009434,0.029818
213937,0,0.058182
79598,0.009434,0.145455
101563,0.009434,0.033455
146596,0.009434,0.020364
113636,0,0.008727
218119,0.028302,0.044364
145818,0.018868,0.036364
17214,0.018868,0.036364
14357,0.207547,0.046545
126659,0.009434,0.096727
206485,0.037736,0.102545
110878,0.169811,0.021091
19423,0.066038,0.032
80598,0.056604,0.042909
17540,0.198113,0.031273
