tracker_id,solo_Wins,solo_HeadshotKillsPg
148453,0,0.028364
176118,0,0.016
93664,0.009434,0.040727
71747,0.04717,0.018909
82294,0.018868,0.058182
23711,0,0.010909
19622,0.018868,0.121455
16578,0.028302,0.020364
23059,0.018868,0.058909
27385,0.179245,0.031273
92765,0.009434,0.004364
94934,0.009434,0.039273
119053,0.009434,0.010909
110657,0.04717,0.014545
101874,0.018868,0.051636
16074,0.028302,0.018182
192415,0.009434,0.013818
151909,0.066038,0.074909
203001,0.04717,0.013818
109312,0.066038,0.034182
177199,0.018868,0.011636
39123,0.009434,0.021818
128087,0.009434,0.033455
20564,0.028302,0.006545
45577,0.009434,0.027636
5761,0.018868,0.054545
146966,0,0.026182
3792,0.028302,0.024
3353,0.028302,0.072727
191180,0.009434,0.024727
202957,0,0.008727
144077,0.018868,0.026909
129359,0.018868,0.007273
44689,0.018868,0.016727
11119,0.037736,0.057455
87316,0.04717,0.04
150779,0.009434,0.026909
38998,0,0.028364
16702,0.075472,0.039273
128632,0.037736,0.046545
21499,0.018868,0.027636
50599,0.04717,0.017455
115809,0.037736,0.013818
202871,0,0.027636
136996,0.037736,0.013818
84835,0.04717,0.029818
40261,0,0.010182
114719,0.018868,0.020364
42135,0.018868,0.033455
149183,0.009434,0.026182
50762,0.056604,0.04
152663,0.009434,0.043636
149505,0.04717,0.018182
186817,0.028302,0.041455
213503,0.084906,0.018909
113309,0.037736,0.038545
179772,0.075472,0.037818
174786,0.018868,0.024727
142667,0,0.072727
109624,0.028302,0.028364
52424,0.018868,0.060364
4470,0.009434,0.018182
52382,0.084906,0.034182
176460,0.028302,0.026182
45039,0.028302,0.016727
23576,0.028302,0.032727
205882,0.028302,0.034182
30554,0.028302,0.066182
109109,0.009434,0.034182
209344,0.009434,0.012364
54910,0,0.029818
146502,0,0.021091
12860,0,0.054545
218589,0.018868,0.029091
177521,0.009434,0.024727
204586,0.018868,0.014545
132330,0.028302,0.209455
144993,0.018868,0.011636
77430,0.028302,0.013091
17694,0.018868,0.072727
42947,0.04717,0.070545
114852,0,0.010909
115330,0.028302,0.010909
201755,0.018868,0.021091
172593,0.009434,0.054545
85243,0.028302,0.025455
116307,0.018868,0.018182
183840,0.009434,0.012364
116505,0,0.048727
66446,0.103774,0.033455
50979,0.066038,0.014545
208618,0,0.008727
128224,0,0.017455
59319,0.075472,0.020364
151610,0.075472,0.024727
26143,0.018868,0.011636
110993,0.018868,0.014545
148475,0.018868,0.066909
191993,0.018868,0.029091
172,0,0
124943,0,0
21966,0.018868,0.029818
19461,0.066038,0.026182
170355,0,0.036364
147709,0,0.009455
143610,0.009434,0.022545
122904,0.018868,0.013818
29993,0.009434,0.072727
219475,0.018868,0.016727
86935,0,0.026909
107989,0,0.024
116427,0.037736,0.015273
169603,0,0.010182
40052,0.009434,0
74677,0.028302,0.022545
195349,0,0.018909
131541,0,0.015273
95650,0,0.029091
194485,0,0.012364
82630,0,0.002182
211281,0,0.020364
46386,0,0.006545
217310,0.018868,0.018182
70488,0,0.017455
114095,0.028302,0.058182
128226,0.009434,0.024727
130697,0.04717,0.024727
54046,0,0.015273
3725,0.037736,0.038545
208520,0.028302,0.018182
33237,0,0.024727
104025,0.009434,0.007273
120284,0.037736,0.018909
23509,0.018868,0.024
37156,0,0.017455
100397,0.009434,0.019636
25476,0.09434,0.018182
142883,0,0.018182
96615,0.018868,0.021091
204182,0,0.019636
24438,0.018868,0.015273
126179,0.018868,0.018909
135386,0.018868,0.016
173767,0.009434,0.012364
206657,0.018868,0.017455
103793,0.018868,0.024727
177665,0.056604,0.171636
32200,0.018868,0.045091
142257,0,0.008727
44614,0.04717,0.050182
85255,0,0.010182
132410,0.018868,0.024727
149062,0,0.018909
59460,0,0.072727
116193,0.113208,0.053091
20225,0.037736,0.090909
35595,0.018868,0.021818
201294,0,0.013818
174721,0,0.028364
206240,0,0.021818
206103,0.018868,0.021091
85548,0,0.014545
149230,0.018868,0.024
92262,0.009434,0.055273
122696,0.009434,0.048727
2049,0.009434,0.017455
153077,0.028302,0.051636
14877,0.141509,0.050182
122891,0.056604,0.010182
201964,0.009434,0.013818
108778,0,0.036364
132645,0.009434,0
68713,0.028302,0.030545
146203,0.018868,0.016
139113,0.018868,0.031273
116747,0,0
55004,0.037736,0.032
36243,0.009434,0.037091
138259,0.009434,0.011636
62600,0,0
48055,0.009434,0.016
99505,0.018868,0.072727
142975,0.018868,0.021818
33967,0,0.027636
201686,0.018868,0.049455
16714,0.09434,0.017455
42792,0,0
155081,0.04717,0.018182
126176,0.056604,0.028364
16628,0,0.036364
217942,0.028302,0.005818
13472,0.018868,0.064
13340,0.037736,0.011636
215219,0.028302,0.008727
2114,0.009434,0.018909
210140,0.028302,0.036364
158284,0.018868,0.010182
38680,0,0.018182
206437,0.009434,0.032
82532,0.037736,0.061091
105358,0.09434,0.016727
28565,0.037736,0.024
90107,0.037736,0.030545
214088,0.009434,0
57097,0.009434,0.036364
167363,0.037736,0.052364
81574,0.066038,0.037818
122286,0.066038,0.019636
33959,0.009434,0.019636
142641,0,0.011636
94884,0.028302,0.018909
15101,0.018868,0.018909
6885,0.037736,0.024727
88591,0.09434,0.039273
199708,0.028302,0.051636
92917,0,0
197091,0.028302,0.022545
60047,0.04717,0.066182
13665,0.028302,0.027636
177232,0.018868,0.042182
76440,0.028302,0.049455
52187,0.009434,0.087273
209740,0.009434,0.032727
148237,0,0.010182
107797,0.009434,0.029091
18161,0,0.021091
213447,0.018868,0.017455
94063,0.018868,0.021818
153799,0.037736,0.038545
162007,0.018868,0.031273
74419,0.018868,0.033455
113108,0,0
135268,0.009434,0.087273
35428,0.018868,0.029091
212690,0.009434,0.072727
136988,0,0.006545
176812,0,0.008
24077,0.037736,0.038545
210046,0,0.010182
17404,0,0.029091
33952,0.009434,0.010182
168039,0.037736,0.044364
12786,0.009434,0.019636
172362,0.009434,0.036364
146719,0.028302,0.018182
145449,0.066038,0.032727
26342,0.009434,0
177471,0.009434,0.436364
203553,0.009434,0.027636
191602,0,0
147846,0.009434,0.018909
23107,0.009434,0.017455
170618,0.009434,0.020364
7993,0.009434,0.018182
26841,0.009434,0.011636
82048,0.009434,0.081455
48105,0.018868,0.021091
123152,0,0.032727
118619,0,0.018909
71504,0.075472,0.026182
111314,0.009434,0.018909
212706,0,0
180301,0.04717,0.069818
162313,0,0
146312,0.018868,0.017455
27578,0.009434,0.051636
160525,0.009434,0.090909
204353,0.018868,0.023273
29169,0.066038,0.021091
203953,0.084906,0.080727
131494,0.018868,0.011636
210131,0,0.050182
216156,0.018868,0.014545
74551,0.009434,0.016727
8648,0,0.024727
128804,0.028302,0.032727
108390,0.018868,0.101818
162237,0.009434,0.026182
212276,0,0.045091
174051,0.009434,0.041455
47637,0.04717,0.028364
211726,0,0.017455
128510,0.009434,0.009455
200653,0.009434,0
149740,0.018868,0.021091
88290,0,0.029091
45863,0.009434,0.039273
10652,0.009434,0.007273
39289,0.018868,0.011636
34337,0.009434,0.010182
136779,0.018868,0.552727
210318,0.009434,0.012364
191987,0.018868,0.010182
2590,0.018868,0.050909
110216,0.04717,0.063273
37369,0.04717,0.021091
210005,0.037736,0.011636
156950,0.037736,0.041455
189166,0.009434,0.032
133807,0.056604,0.024
108827,0.018868,0.027636
6995,0.009434,0.037818
104216,0.018868,0.029818
130547,0.075472,0.032
16334,0.009434,0.018182
122679,0.028302,0.011636
83787,0.056604,0.025455
162635,0,0.008
218342,0,0.010909
171261,0.018868,0.018182
5660,0.018868,0.007273
172178,0.009434,0.026909
133863,0,0.018182
83768,0.066038,0.016
157267,0.009434,0.015273
110940,0,0
66,0.018868,0.042909
154519,0.056604,0.078545
217814,0.018868,0.011636
160415,0,0.014545
26832,0,0.013091
134155,0.056604,0.032727
85749,0.018868,0.038545
125932,0.018868,0.023273
155148,0.037736,0.013091
46573,0.018868,0.024
87029,0,0.072727
52359,0.009434,0.019636
35392,0.009434,0.018182
129566,0.037736,0.038545
191662,0,0.145455
54840,0.009434,0.013818
202813,0.04717,0.023273
732,0.018868,0.072727
70087,0,0.029818
44634,0,0.036364
71766,0.028302,0.019636
68333,0,0.029091
15884,0.018868,0.016
4709,0.018868,0.032727
158064,0,0.005091
44224,0.04717,0.013091
155182,0,0.012364
28691,0.009434,0.021818
139024,0.018868,0.010182
194089,0.028302,0.008727
191484,0.009434,0.032
13545,0.028302,0.060364
42775,0.037736,0.034909
170981,0,0.018909
66934,0.009434,0.046545
76339,0,0.036364
115012,0.018868,0.017455
146066,0.009434,0.043636
172782,0.009434,0.021818
32350,0,0.023273
171837,0.037736,0.027636
183615,0,0.041455
127518,0.028302,0.008727
21047,0.009434,0.014545
215019,0.009434,0.005818
214157,0.009434,0.008727
213501,0.09434,0.010909
146227,0.028302,0.037818
153945,0.009434,0.016727
124730,0.028302,0.033455
213341,0,0.021091
186759,0.009434,0.016
101683,0.018868,0.011636
125811,0.009434,0.034909
12040,0.056604,0.030545
171625,0,0.034909
213232,0,0.008
113112,0,0.045091
173051,0.009434,0.022545
111987,0.04717,0.024727
84281,0.009434,0.010909
150758,0.009434,0.009455
120674,0.028302,0.021091
140397,0.018868,0.026182
214406,0.009434,0.016727
184999,0.066038,0.239273
161936,0.009434,0.011636
43704,0.018868,0.040727
211484,0,0.019636
87806,0.009434,0.013091
159534,0,0.018909
147502,0.028302,0.013091
59018,0.009434,0.009455
146708,0.009434,0.018182
121966,0,0
49278,0,0.042182
91194,0,0.013818
206458,0.028302,0.018182
129140,0.009434,0.016727
47204,0,0.024
17065,0,0.010909
137900,0,0
203070,0.028302,0.072727
168020,0.018868,0.026182
164395,0.037736,0.046545
80516,0,0.013091
179891,0.009434,0.034182
46960,0.075472,0.021818
76567,0.028302,0.016727
79788,0.028302,0.035636
192055,0,0.060364
22798,0.009434,0.021091
157690,0.009434,0.024
163967,0,0.048727
209241,0,0
38255,0,0.072727
94676,0.056604,0.018909
135610,0.009434,0.090909
139109,0.084906,0.037818
131857,0.018868,0.025455
97861,0,0
142452,0.009434,0.051636
71716,0.056604,0.018909
169629,0,0.008
181377,0.04717,0.032727
213153,0.028302,0.007273
45862,0.028302,0.042182
92219,0.037736,0.016727
123921,0.066038,0.016727
63695,0,0
139908,0.028302,0.024
212946,0,0.060364
90613,0,0.016
114714,0.028302,0.019636
94365,0.028302,0.025455
203325,0,0.030545
149927,0.037736,0.020364
120138,0,0.018182
65698,0.009434,0.018909
24119,0.018868,0.042182
14615,0.113208,0.048
150352,0.009434,0.030545
9785,0.009434,0.053091
92336,0.066038,0.021091
101872,0.066038,0.021091
184057,0.009434,0.025455
70286,0.04717,0.037818
29052,0.037736,0.016727
198456,0.009434,0.016
33526,0,0.014545
137872,0.018868,0.013818
56871,0.009434,0.054545
211317,0,0.012364
87011,0.009434,0.010182
167931,0.009434,0.021091
211585,0,0.013818
74238,0.009434,0.020364
1183,0.04717,0.036364
211770,0.028302,0.023273
151780,0.028302,0.013091
200860,0.009434,0.051636
168384,0,0.005818
207796,0.028302,0.013818
156036,0.037736,0.032727
53233,0,0.015273
219144,0,0.024
17505,0.056604,0.030545
10813,0.037736,0.016727
154164,0.009434,0.022545
145997,0.09434,0.034182
152577,0.018868,0.037818
113231,0.018868,0.011636
32153,0,0.017455
47102,0,0.021091
81516,0.04717,0.012364
129197,0,0.026182
108161,0.028302,0.018909
21414,0.066038,0.018182
42392,0.037736,0.023273
99639,0.084906,0.023273
125710,0.018868,0.020364
155419,0,0.014545
189492,0.018868,0.011636
144346,0.018868,0.022545
67692,0.018868,0.025455
209782,0.066038,0.024727
133261,0,0.053091
125510,0,0.007273
181396,0.009434,0.029091
110192,0,0.034182
47486,0.009434,0.036364
8438,0.018868,0.006545
199735,0,0.060364
142657,0.018868,0.026182
165300,0,0.009455
166817,0.037736,0.034909
129391,0,0.024
213415,0,0.014545
142243,0.037736,0.024
46504,0.028302,0.04
154351,0.009434,0.043636
120364,0,0.015273
127842,0,0.048727
124045,0.056604,0.014545
157192,0.009434,0.020364
171658,0.028302,0.032
55032,0.028302,0.036364
67864,0,0.007273
128469,0.037736,0.016727
25056,0,0.018182
110903,0.018868,0.032727
62012,0.028302,0.011636
23840,0,0
120536,0,0.018182
114443,0.066038,0.022545
194752,0.009434,0.010909
213482,0.009434,0.012364
213481,0.009434,0.015273
112953,0.066038,0.024727
2315,0.037736,0.058182
31255,0.018868,0.026909
42104,0.028302,0.023273
128653,0.04717,0.038545
199528,0.009434,0.005091
209802,0.066038,0.077091
72183,0.066038,0.050182
157806,0.018868,0.025455
12697,0.009434,0.013091
208800,0,0.019636
202477,0,0.022545
174386,0,0.031273
137579,0.037736,0.015273
32889,0.028302,0.021818
42038,0.018868,0.190545
3544,0,0.021818
110891,0,0
179871,0.028302,0.009455
208351,0.009434,0.025455
81556,0.009434,0.020364
21212,0,0.012364
131978,0.084906,0.053818
139105,0.018868,0.011636
200810,0.037736,0.029818
215410,0.009434,0.016
211472,0.028302,0.039273
153883,0.018868,0.007273
194491,0.018868,0.019636
209778,0.009434,0.029818
51007,0.028302,0.069091
194655,0.009434,0
144621,0,0.054545
207747,0.028302,0.033455
43477,0.028302,0.040727
35253,0.056604,0.024727
49462,0.056604,0.050182
18027,0.018868,0.033455
119451,0.009434,0.032727
195324,0.028302,0.018182
73558,0.028302,0.039273
12305,0,0.007273
22633,0.056604,0.037091
213359,0.037736,0.032
50140,0.028302,0.022545
161518,0,0.037818
10463,0.009434,0.121455
194147,0,0.072727
178775,0,0.018909
116533,0.018868,0.028364
181134,0,0
57805,0.009434,0.114182
154998,0.009434,0.018182
138802,0.009434,0.020364
154095,0.028302,0.033455
39285,0.009434,0.015273
16697,0.028302,0.082182
142754,0.018868,0.010909
29348,0.018868,0.034182
1664,0.084906,0.034182
10525,0.075472,0.022545
198999,0,0.013818
156261,0,0.018182
131095,0.066038,0.018182
214114,0.018868,0.014545
209634,0.009434,0.021091
135011,0.04717,0.032727
66450,0.009434,0.022545
15896,0,0
119115,0.009434,0.006545
47519,0,0.010182
189693,0.028302,0.041455
218125,0.018868,0.022545
178969,0.009434,0.025455
26966,0.018868,0.013818
193871,0.037736,0.040727
90010,0.018868,0.034182
213328,0.018868,0.013818
167788,0.028302,0.032727
24597,0.04717,0.030545
140163,0.066038,0.024
33845,0.009434,0.005818
175723,0.009434,0.04
182261,0.04717,0.041455
10878,0.037736,0.021818
145920,0.009434,0.008727
91200,0.018868,0.013091
63755,0.04717,0.021091
120816,0.028302,0.016
137218,0.037736,0.010182
38515,0.018868,0.008727
1828,0.037736,0.042909
92787,0.018868,0.054545
145229,0.009434,0.013818
125058,0.018868,0.040727
163900,0,0.011636
205166,0,0.022545
29116,0.009434,0.024
177389,0.018868,0.082909
190805,0,0.020364
108106,0.04717,0.100364
17779,0.009434,0.022545
151099,0.028302,0.042182
16226,0.056604,0.025455
16843,0.018868,0.032
138119,0,0.018182
132545,0,0.011636
186569,0.028302,0.027636
169018,0.009434,0.033455
12393,0.009434,0.018182
64980,0.028302,0.021091
44173,0,0.021818
50093,0.009434,0.027636
134089,0.066038,0.010909
123977,0,0.019636
147106,0.009434,0.026909
181790,0.028302,0.008727
45645,0.028302,0.025455
16158,0.066038,0.020364
93657,0,0.072727
73786,0,0
105639,0.037736,0.024727
4330,0.018868,0.068364
188856,0,0
4527,0.018868,0.145455
170627,0.018868,0.078545
14329,0.367925,0.035636
95385,0.018868,0.023273
84806,0.009434,0.021091
6207,0,0.04
81578,0.037736,0.022545
80591,0.009434,0.045091
210036,0.009434,0.019636
211161,0.037736,0.021091
176614,0.037736,0.013818
171698,0.009434,0.049455
115975,0.009434,0
207657,0.018868,0.009455
144835,0,0.010182
10743,0.018868,0.093818
50785,0.103774,0.010909
162234,0.009434,0.014545
8761,0.018868,0.019636
195348,0.009434,0.024727
178971,0.028302,0.037091
132208,0,0.022545
54056,0,0.072727
5160,0.037736,0.015273
75245,0.009434,0.018909
21683,0,0.031273
9976,0.009434,0.006545
102489,0,0.006545
29897,0.018868,0.027636
35208,0.009434,0.024
84718,0.04717,0.005091
41283,0.009434,0.018182
16163,0,0.021091
11413,0.009434,0.012364
217202,0.018868,0.050182
199789,0.018868,0.028364
109316,0,0.010182
151651,0,0.018182
98317,0.018868,0.005091
34946,0.009434,0.016
16059,0.056604,0.048
1665,0.113208,0.060364
152062,0.04717,0.024727
76683,0.075472,0.088727
7778,0.009434,0.007273
170459,0,0.072727
40394,0.009434,0.027636
22647,0.018868,0.010909
181868,0,0.014545
75457,0.028302,0.04
36214,0.009434,0.028364
134782,0,0
142093,0.037736,0.013091
112527,0.037736,0.045091
177341,0.04717,0.025455
81200,0.056604,0.021818
215548,0.009434,0.008
86523,0.037736,0.046545
152699,0,0.018182
206011,0.009434,0.010182
48281,0.037736,0.106909
57631,0.009434,0.018182
213488,0.037736,0.230545
107516,0.037736,0.024727
9663,0.009434,0.023273
3100,0.028302,0.050909
150143,0.04717,0.022545
68221,0.028302,0.024727
90607,0,0.038545
138783,0,0.006545
199843,0.009434,0.003636
188473,0.009434,0.024
159669,0.018868,0.015273
207699,0.009434,0.048727
122544,0.009434,0.133091
125708,0.009434,0.023273
35198,0.103774,0.027636
154845,0.028302,0.037818
65843,0.037736,0.014545
19524,0.028302,0.029818
166502,0.084906,0.077091
89389,0.009434,0.024
107418,0,0
40694,0.009434,0.016
6716,0.113208,0.056
203181,0.037736,0.024727
156980,0.018868,0.061818
21270,0.018868,0.017455
105482,0.037736,0.042182
193942,0.04717,0.036364
43848,0.028302,0.026182
210681,0.009434,0.005818
86639,0.018868,0.055273
169083,0,0.003636
36739,0.056604,0.055273
134888,0.009434,0.072727
136994,0.018868,0.024
129681,0.028302,0.008727
216510,0.018868,0.040727
166509,0.009434,0.009455
181581,0.132075,0.034182
210823,0,0.194182
4076,0,0
54156,0.009434,0.043636
36244,0.009434,0.031273
164571,0.075472,0.062545
121361,0.009434,0.026182
46506,0.037736,0.026909
72298,0,0.036364
212948,0.009434,0.050182
80415,0.018868,0.020364
37999,0,0.029091
230,0.018868,0.040727
17260,0,0.027636
53881,0.018868,0.023273
34019,0.028302,0.016
124928,0,0.011636
214509,0.028302,0.032
116653,0,0.011636
157244,0.009434,0.010182
149287,0,0.072727
208736,0.009434,0.027636
23352,0,0.013818
97413,0,0.024
37254,0.028302,0.024
121984,0.009434,0.010909
68173,0.009434,0.012364
113039,0.018868,0.145455
219429,0.037736,0.016
158888,0.009434,0.017455
180858,0.028302,0.032727
170834,0,0.019636
210116,0.009434,0.013091
195288,0.037736,0.062545
156315,0.103774,0.062545
196788,0.009434,0.012364
123767,0.037736,0.013818
66618,0.028302,0.036364
95423,0.009434,0.015273
59336,0,0.024
142352,0.018868,0.014545
128262,0.235849,0.043636
48021,0.037736,0.024
176983,0.037736,0.011636
141230,0.009434,0.009455
170515,0,0.039273
142764,0.018868,0.006545
205878,0.009434,0.015273
29840,0.04717,0.022545
46748,0.028302,0.016
46593,0.009434,0.064727
213995,0.018868,0.008727
72157,0.037736,0.015273
170324,0.037736,0.058182
169912,0.009434,0.013818
218326,0.009434,0.025455
34773,0.009434,0.015273
73619,0.009434,0.018182
209936,0.037736,0.023273
14976,0,0
186322,0,0.008
214524,0,0.009455
147191,0.028302,0.019636
175408,0.028302,0.011636
81464,0,0.005818
181151,0.009434,0.030545
206962,0,0.053818
133021,0.009434,0.011636
214349,0.009434,0.021091
86735,0.009434,0.032727
166941,0.04717,0.025455
122703,0,0.016727
54473,0,0.012364
99370,0,0.036364
167507,0.028302,0.019636
4801,0.009434,0.064
142767,0.009434,0.027636
156542,0.018868,0.020364
28415,0,0.036364
161937,0.018868,0.056727
43142,0.009434,0.021818
97777,0.09434,0.029818
111416,0.009434,0.043636
11996,0.226415,0.056727
25920,0.028302,0.021818
172115,0.028302,0.008727
17729,0.037736,0.011636
101087,0.009434,0.016
44600,0.037736,0.030545
219015,0,0.014545
34660,0,0
191246,0.009434,0.016
110352,0,0.003636
206597,0.028302,0.020364
175550,0,0.040727
62787,0.018868,0.015273
66143,0.056604,0.012364
59445,0.009434,0.027636
148104,0.009434,0.002909
208350,0,0.054545
18069,0.018868,0.021091
52324,0,0.053091
28844,0,0.018182
50230,0.04717,0.037818
99931,0.009434,0.013818
48621,0.018868,0.024
169597,0.037736,0.034909
12294,0,0.036364
170184,0.009434,0.013091
208941,0.009434,0.026182
24756,0,0.013818
125983,0.009434,0.028364
127653,0,0.036364
123151,0,0.043636
71164,0.037736,0.028364
34069,0.009434,0.008727
47660,0,0.024
17971,0.028302,0.018909
42873,0.009434,0.020364
116598,0,0.072727
217242,0.028302,0.028364
150101,0.018868,0.016
68297,0.150943,0.029818
114154,0.009434,0.016727
130832,0.009434,0.030545
150228,0.028302,0.034909
51881,0.037736,0.037091
105174,0.028302,0.026909
164927,0.009434,0.033455
211232,0.018868,0.092364
188437,0.028302,0.014545
2183,0.037736,0.021818
180830,0.009434,0.022545
13073,0,0.023273
142760,0.037736,0.018909
58131,0.028302,0.023273
41571,0.009434,0.014545
135010,0.018868,0.016
26313,0.04717,0.030545
110714,0.009434,0.020364
160861,0.084906,0.034909
82941,0.009434,0.027636
93636,0.037736,0.077818
207656,0.028302,0.008
134064,0.084906,0.016
41146,0.018868,0.026909
177137,0,0.022545
123094,0.018868,0.010182
184812,0.037736,0.024727
56907,0.028302,0.029818
17129,0.018868,0.025455
145530,0.04717,0.026909
204740,0.009434,0.002909
104633,0.018868,0.012364
111021,0.009434,0.018182
5852,0.028302,0.032
93025,0.028302,0.127273
207716,0.018868,0.012364
32474,0.04717,0.021091
186764,0,0.006545
49572,0.028302,0.023273
70885,0.018868,0.031273
121932,0.04717,0.019636
186373,0.018868,0.036364
190337,0.028302,0.037818
171825,0.028302,0.019636
152629,0.028302,0.082182
104319,0.04717,0.031273
154076,0,0.043636
127184,0.009434,0.013091
22930,0.018868,0.010909
203606,0.009434,0.014545
45923,0.009434,0.072727
120224,0,0.017455
213635,0.066038,0.022545
195401,0,0.014545
104149,0.028302,0.036364
125536,0,0.008
40064,0.018868,0.029818
80300,0.018868,0.033455
147602,0,0
37007,0.028302,0.017455
95499,0,0.006545
53642,0,0.064
154256,0.018868,0.013818
216744,0,0.045091
124487,0,0.04
142655,0.018868,0.033455
22216,0.009434,0.058182
64738,0.009434,0.036364
148271,0,0.054545
129632,0,0.016
196756,0.009434,0.290909
137090,0,0.022545
202302,0.009434,0.032727
180799,0.028302,0.018182
179422,0.018868,0.032
119768,0.028302,0.018909
80963,0.037736,0.018909
130033,0.009434,0.013818
47423,0.009434,0.041455
164271,0.018868,0.008727
111233,0.028302,0.025455
54289,0.037736,0.026182
213958,0.028302,0.021818
70795,0,0.020364
178401,0,0.072727
86062,0.04717,0.025455
72760,0.009434,0.027636
121912,0.009434,0.018182
11638,0.009434,0.012364
138971,0.113208,0.034182
117888,0.009434,0.016
216857,0.018868,0.013091
6705,0.04717,0.071273
176610,0,0.007273
107697,0.037736,0.012364
85879,0.075472,0.041455
20621,0,0.018909
54391,0,0.010182
35779,0,0
114146,0.009434,0.032
174214,0.018868,0.006545
207025,0.037736,0.010909
218579,0.028302,0.037091
98004,0.009434,0.020364
29290,0,0.053091
99223,0.018868,0.012364
199980,0,0.029091
44813,0.028302,0.016
28502,0,0.005818
219568,0.056604,0.012364
207401,0.009434,0.008727
47553,0,0
155346,0.056604,0.011636
32974,0.009434,0.016
115308,0.037736,0.021818
95096,0.009434,0.055273
208771,0.009434,0.096727
123907,0.009434,0.016727
38968,0.018868,0.013091
202163,0.009434,0.019636
10594,0.084906,0.036364
202355,0.018868,0.039273
81031,0.264151,0.072727
208970,0,0.018182
102323,0.066038,0.012364
128829,0,0.018182
190750,0,0.109091
164660,0.009434,0.018909
105251,0.009434,0.027636
150206,0,0.145455
23875,0,0.020364
34922,0.009434,0.003636
24408,0.09434,0.048
15306,0.04717,0.024727
179411,0,0
172947,0.018868,0.025455
215366,0.028302,0.015273
26331,0.009434,0.034909
178339,0.018868,0.078545
38443,0.037736,0.059636
162107,0,0.015273
22667,0.009434,0.08
24146,0,0.005091
150450,0.009434,0.007273
143953,0.018868,0.021091
123450,0.037736,0.041455
126038,0.018868,0.045818
103422,0.018868,0.009455
2626,0.04717,0.026909
173492,0.018868,0.021091
13423,0.028302,0.04
38416,0.028302,0.065455
208525,0.018868,0.014545
65434,0.009434,0.021091
82362,0.009434,0.042182
46548,0.018868,0.04
155448,0.009434,0.016727
185865,0,0.145455
156602,0.009434,0.072727
131090,0.066038,0.026909
92651,0.009434,0.018182
91131,0,0.009455
54706,0,0.005818
73168,0,0.072727
20822,0,0.006545
114713,0.028302,0.026909
125479,0.009434,0.018909
186541,0,0
102856,0.018868,0.014545
203008,0.037736,0.021091
4422,0.009434,0.032
51615,0.075472,0.140364
169967,0.009434,0.024727
112058,0.018868,0.013091
179010,0.009434,0.018182
55600,0.037736,0.021091
6353,0,0.008
53004,0,0.072727
163575,0,0.032
36606,0.160377,0.029818
180590,0.009434,0.290909
181199,0.028302,0.087273
3280,0.037736,0.030545
3198,0.028302,0.021091
36377,0.037736,0.034182
178566,0.009434,0.047273
152319,0.028302,0.017455
46605,0,0.024
150728,0.018868,0.021091
196623,0,0.015273
156390,0,0.060364
17783,0.009434,0.017455
20556,0.018868,0.018909
173983,0.018868,0.032
62503,0.084906,0.018182
207823,0,0.012364
140754,0.028302,0.018909
19138,0,0.036364
178534,0.04717,0.035636
77674,0.009434,0.055273
188791,0.009434,0.009455
165674,0.009434,0.008
216001,0.009434,0.058182
4568,0.066038,0.027636
101139,0.018868,0.072727
55640,0.018868,0.04
167825,0.018868,0.011636
209575,0,0.031273
200295,0.037736,0.079273
149272,0.009434,0.017455
99888,0.018868,0.030545
176593,0,0
17791,0.018868,0.025455
116483,0.028302,0.032
157255,0,0.045818
25414,0,0.013818
137023,0.009434,0.036364
61655,0.037736,0.033455
136126,0.028302,0.010182
111807,0,0.008727
23336,0.009434,0.436364
111526,0.028302,0.015273
129963,0.018868,0.021818
103080,0.009434,0.032
50538,0,0.014545
113248,0.009434,0.009455
138085,0.018868,0.023273
157199,0.04717,0.008727
19937,0,0.005818
31171,0.066038,0.014545
129883,0,0.005818
210022,0.009434,0.054545
187965,0.009434,0.002909
1159,0.028302,0.032
152826,0.009434,0.006545
46335,0.018868,0.017455
71386,0.04717,0.038545
39269,0,0
164534,0.028302,0.007273
175120,0.084906,0.060364
185284,0.009434,0.005818
1600,0.056604,0.093818
49426,0,0.032
180848,0.018868,0.013091
219531,0,0.032727
196144,0.009434,0.011636
58997,0,0.034182
39437,0.009434,0.021818
118648,0.037736,0.026182
121,0.009434,0.054545
93177,0,0.017455
13390,0,0.013818
78231,0.009434,0.044364
3821,0.037736,0.037091
9398,0.018868,0.057455
67668,0.018868,0.005091
22542,0.037736,0.019636
126053,0.018868,0.016
35408,0,0.008727
82529,0.09434,0.037091
142135,0.028302,0.033455
125254,0.037736,0.009455
67794,0.009434,0.016
213855,0,0.014545
49480,0.009434,0.021818
208841,0,0.045091
26467,0.009434,0.015273
141440,0.037736,0.028364
48599,0.113208,0.051636
159070,0.018868,0.018909
27582,0.066038,0.026909
29974,0,0.048727
185551,0,0.04
44923,0.009434,0.018909
151293,0.037736,0.039273
176620,0.028302,0.016727
134168,0.009434,0.025455
17080,0.018868,0.033455
135621,0.056604,0.016727
34978,0.018868,0.031273
114935,0.037736,0.032
75323,0.009434,0.072727
40498,0,0.024
34570,0.028302,0.028364
63645,0.009434,0.014545
116207,0,0.012364
212817,0.037736,0.009455
209877,0.04717,0.025455
142302,0.018868,0.021091
73426,0.018868,0.019636
100428,0.09434,0.032727
79277,0.009434,0.032
30159,0.066038,0.039273
36488,0.028302,0.031273
8674,0,0.021091
87239,0.037736,0.021818
105464,0.028302,0.049455
