tracker_id,solo_Kills,solo_RideDistance
114776,0.012656,0.011785
43794,0.002531,0.001807
30797,0.011752,0.017457
158774,0.005062,0.007126
157930,0.013198,0.031654
2765,0.000181,0.00148
114327,0.004701,0.010461
161207,0.008498,0.010801
198700,0.000723,0.002031
99143,0.026035,0.00623
202895,0.000542,0.002149
49489,0.024046,0.073648
51166,0.01356,0.033913
164418,0.011752,0.008939
129546,0.014464,0.018524
66183,0.00687,0.002295
118130,0.000362,0
186407,0.01591,0.016952
149443,0.033629,0.025664
112166,0.021334,0.045822
69791,0.053517,0.024121
191667,0.012114,0.019067
206726,0.029651,0.017266
132121,0.001085,0.001023
32904,0.016995,0.032819
201978,0.033629,0.045944
21511,0.005786,0.005618
203110,0.00217,0.001501
26254,0.029289,0.016036
160392,0.030013,0.046303
114986,0.034894,0.066356
30709,0.017357,0.027128
200561,0.026577,0.006244
99080,0.075393,0.053379
157031,0.009763,0.020766
215115,0.021877,0.13171
194447,0.002712,0.002236
178470,0.025131,0.012063
181383,0.003074,0.000983
86195,0.028205,0.050935
122571,0.165793,0.197609
41397,0.035798,0.036364
32156,0.007232,0.001992
18212,0,0
147368,0.026939,0.013171
91336,0.029109,0.050857
88463,0.024408,0.059615
167303,0.011752,0.013025
51777,0.034533,0.038188
17245,0.014283,0.016958
141537,0.009944,0.008637
26671,0.003616,0.002785
168487,0.002712,0.002161
30294,0.07467,0.120919
71485,0.029289,0.012813
164560,0.031278,0.017447
20281,0.001446,0.000785
60398,0.058579,0.040325
206433,0.001808,0
185793,0.025312,0.024034
184161,0.037787,0.029569
55943,0.008859,0.011074
193099,0.037968,0.019484
196255,0.01139,0.008663
129996,0.014464,0.014671
568,0.082625,0.035004
116429,0.015368,0.015674
215501,0.017538,0.058489
90037,0.003435,0.001247
32832,0.015006,0.010922
194632,0.005605,0.004005
200210,0.01139,0.009356
64764,0.090038,0.072414
34249,0.013741,0.006561
137399,0.004339,0.008627
31799,0.014826,0.020094
121146,0.020973,0.033925
157983,0.032001,0.023735
22479,0.014826,0.035142
175466,0.01573,0.04078
159368,0.057313,0.074469
95449,0.022961,0.021682
29181,0.005966,0.002815
102714,0.030374,0.073785
110853,0.054601,0.142095
167989,0.017357,0.012537
106173,0.01121,0.01199
54665,0.018442,0.009587
35041,0.073947,0.026502
62021,0.026035,0.077828
155425,0.025854,0.03241
130507,0.001446,0.003333
177244,0.022238,0.028975
134007,0.000542,0.00116
162006,0.009402,0.01949
21429,0.005966,0.003383
194440,0.007051,0.002436
25054,0.035256,0.021664
37024,0.125475,0.160027
128055,0.001085,0.000674
161838,0.043753,0.051035
119993,0.005062,0.003695
87837,0.008136,0.008502
21053,0.00235,0.003807
11793,0.003616,0.003463
87192,0.006328,0.003903
106054,0.045742,0.015176
168477,0.003978,0.001533
160162,0.000362,0.000119
162484,0.012114,0.011802
107116,0.015006,0.009583
23057,0.021877,0.047417
215783,0.007774,0.003946
127421,0.087145,0.060538
16273,0.021877,0.023683
136087,0.014464,0.012816
136086,0.037425,0.13964
29906,0.02947,0.006221
212200,0.008317,0.006392
102387,0.024227,0.046185
197600,0.017718,0.043739
206938,0.062195,0.040559
79114,0.03616,0.132982
105881,0.006509,0.002791
150458,0.005966,0.003757
99227,0.002712,0.000951
154740,0.041403,0.0343
152306,0.000723,0
27643,0.034713,0.064295
152866,0.026939,0.021122
47538,0.017176,0.022195
156588,0.005786,0.00187
85158,0.006147,0.00863
68051,0.002893,0.002128
136928,0.027301,0.031101
53101,0.061653,0.075341
97750,0.009221,0.053096
92722,0.006509,0.006024
118661,0.019707,0.014363
206281,0.00235,0.002121
130963,0.018984,0.014623
103953,0.043753,0.043639
118636,0.017538,0.010448
26857,0.004701,0.004062
161185,0.020611,0.012064
153715,0.027662,0.018061
200622,0.013379,0.021292
135922,0.037787,0.080815
127053,0.012114,0.007947
167747,0.016453,0.005334
129800,0.038872,0.019008
81055,0.004158,0.005831
136215,0.038329,0.04292
105981,0.098174,0.080108
126136,0.01356,0.033283
211699,0.003435,0.000677
77305,0.02025,0.006272
15281,0.008678,0.009629
34399,0.059121,0.08922
86928,0.037968,0.030924
77296,0.017176,0.017076
158025,0.017538,0.026596
9855,0.007413,0
38046,0.007232,0.008606
148966,0.000181,0
32616,0.007413,0.002814
122113,0.021696,0.008754
185055,0.011571,0.023788
19917,0.003074,0.002119
219193,0.001085,0.000192
128190,0.048273,0.02767
189766,0.001446,0.00018
22666,0.010667,0.010496
63473,0.000181,0.000148
188394,0.00687,0.003622
124412,0.060568,0.067288
137039,0.037787,0.066975
99681,0.011933,0.025167
131708,0.01356,0.00895
195438,0.010125,0.007838
59660,0.037606,0.012251
139308,0.013379,0.017717
18308,0.013741,0.025599
193001,0.034533,0.037998
4150,0.008859,0.002784
122031,0.021696,0.07514
214226,0.029109,0.048014
55421,0.070692,0.071639
116400,0.005786,0.003189
134525,0.004701,0.008679
98808,0.019526,0.032088
133,0.001446,0.002835
79471,0.025493,0.016265
143198,0.007232,0.000919
154547,0.016091,0.005213
82036,0.001808,0.000667
182738,0.005786,0.013894
100013,0.007955,0.002728
155929,0.014645,0.060176
98261,0.088953,0.043991
179819,0.004339,0.001286
131248,0.005786,0.013346
195359,0.006147,0.002019
4523,0.020611,0.018235
189558,0.032001,0.017693
68276,0.026939,0.033819
213384,0.055686,0.075981
156586,0.004701,0.004125
37378,0.015368,0.012859
14063,0.01591,0.005356
151352,0.009944,0.005718
213792,0.00217,0.001396
84060,0.014102,0.015791
151534,0.007051,0.009393
108088,0.027843,0.06682
216082,0.035798,0.042125
94076,0.004339,0
152868,0.030736,0.033936
196853,0.016091,0.01386
143962,0.00904,0.010798
136831,0.005424,0.016542
101406,0.013018,0.008036
17766,0.025493,0.019709
174601,0.000542,0.000993
35317,0.007051,0.011011
58650,0.03399,0.052994
91934,0.0226,0.052733
213056,0.004701,0.006806
150700,0.029832,0.038429
196066,0.000362,0
69879,0.00904,0.003767
174719,0.009402,0.004505
24960,0.006328,0.014067
53801,0.030555,0.050013
208603,0.035437,0.03597
211203,0.022781,0.021588
116353,0.000904,0.000194
175631,0.007051,0.031552
173089,0.019346,0.015594
197162,0.026216,0.016457
153307,0.005424,0.001732
134707,0.019346,0.017969
179853,0.002893,0.002325
39512,0.022057,0.022251
67788,0.00235,0.000348
211582,0.051166,0.081057
219428,0.012114,0.011099
94327,0.015368,0.019852
51225,0.01139,0.005762
38089,0.173567,0.305507
12639,0.028385,0.023417
67643,0.001989,0.000521
156281,0.009763,0.00506
191879,0.023504,0.027916
38597,0.032725,0.013438
29851,0.044296,0.055532
158678,0.011029,0.006865
162682,0.025673,0.0186
149527,0.010306,0.01588
138970,0.028385,0.044286
210573,0.041765,0.081961
177266,0.010306,0.011508
125022,0.017899,0.014711
165849,0.012294,0.025955
213750,0.009402,0.033777
138974,0.049539,0.079289
164631,0.046104,0.094666
121549,0.022419,0.04915
154607,0.018803,0.029567
172412,0.003254,0.003295
17943,0.003074,0.000484
37229,0.012475,0.015613
137934,0.036883,0.035209
26707,0.050985,0.074172
185200,0.004339,0.002015
97274,0.008136,0.014971
163541,0.010306,0.019742
169297,0.013379,0.019835
54782,0.14247,0.07912
142027,0.028566,0.037316
207935,0.001989,0.002417
148382,0.016453,0.073945
67015,0.016995,0.013841
20215,0.01356,0.008247
102986,0.057494,0.013169
21629,0.026216,0.015067
9911,0.002712,0.003464
116888,0.009221,0.005635
141851,0.008498,0.003202
130265,0.002712,0.001246
90274,0.066715,0.20598
207727,0.02712,0.03882
1323,0.021515,0.010539
36795,0.025673,0.041375
185739,0.031097,0.024849
148018,0.026577,0.010922
78029,0.003254,0.002966
36024,0.028024,0.035402
155068,0.004701,0.001786
14678,0.000181,0.000177
181090,0.006328,0.002869
107537,0.016091,0.012032
136153,0.000542,0.000442
110628,0.041584,0.013782
51466,0.028566,0.029404
98072,0.029289,0.018842
129990,0.005062,0.013143
182552,0.010667,0.016716
90042,0.000542,0
53942,0.003435,0.001515
30771,0.024227,0.024809
155508,0.019888,0.009033
173095,0.00452,0.000767
162209,0.02025,0.063244
52820,0.004701,0.005851
81215,0.017538,0.006301
146414,0.000542,0.000658
28331,0.012475,0.006918
211960,0.004701,0.00513
20465,0.001989,0.001464
8491,0.028928,0.109276
182876,0.005605,0.002289
195343,0.00217,0.002955
101713,0,0.000421
130351,0.022781,0.022836
158555,0.039053,0.049238
154053,0.065088,0.052664
39166,0.003074,0.000446
65956,0.005243,0.003076
83086,0.000542,0
64723,0.022961,0.016052
129139,0.011029,0.022344
4866,0.030555,0.032035
205478,0.017718,0.032976
112763,0.017718,0.023353
6639,0.014464,0.01984
145114,0.01356,0.020632
101180,0.0226,0.025583
217396,0.010848,0.017661
171005,0.01808,0.032692
23578,0.010486,0.014438
85793,0.081179,0.038316
210083,0.017899,0.02806
219767,0.012656,0.045361
213762,0.009582,0.005175
164947,0.006328,0.007237
54611,0.023685,0.034165
79265,0.029109,0.095415
146369,0.007051,0.011842
183694,0.007232,0.007081
219642,0.007413,0.009556
146655,0.040499,0.04782
111912,0.016091,0.021251
96431,0.022781,0.029503
109829,0.068161,0.177952
209888,0.014464,0.019367
88160,0.015006,0.00759
88000,0.037064,0.020329
134373,0.012837,0.007393
85535,0.013018,0.015438
158357,0.035979,0.050004
213301,0.037425,0.050048
57418,0.012475,0.012757
215297,0.005966,0.018256
33666,0.062195,0.16455
171689,0.051889,0.056405
46159,0.086241,0.099019
100189,0.032544,0.0475
88455,0.024046,0.027496
166677,0.020792,0.010741
41931,0.016995,0.004045
182269,0.046827,0.022883
51102,0.002712,0
143490,0.038691,0.044211
33045,0.003797,0.004243
204198,0.057313,0.072641
153863,0.000181,0
144612,0.038329,0.035586
124251,0.04972,0.036285
109615,0.000542,0.003421
216123,0.000542,0.000167
18839,0.010848,0.020791
89264,0.021877,0.012093
215945,0.005605,0.00414
144355,0.001989,0.00012
176519,0.008678,0.033637
187695,0.024408,0.029525
149540,0.044477,0.031004
208817,0.021334,0.019444
6627,0.016272,0.007951
72774,0.017538,0.017578
187635,0.013018,0.012554
196139,0.013198,0.012075
184618,0.003435,0.005966
18596,0.016995,0.007195
217121,0.007051,0.005579
111003,0.012656,0.019981
108273,0.004339,0.006952
60500,0.024046,0.013522
116700,0.016091,0.018413
39119,0.046285,0.074809
92530,0.023685,0.053121
154569,0.017538,0.005108
101291,0.001808,0.001159
95888,0.010667,0.004672
19183,0.003074,0.003224
65687,0.001989,0.00255
136283,0.01573,0.004967
176017,0.008136,0.011366
215192,0.001627,0.000352
51565,0.088953,0.050266
25837,0.00669,0.00257
99215,0.020611,0.007581
149302,0.014283,0.011489
5892,0.000362,0.000733
211245,0.039053,0.031106
185693,0.005966,0.013282
18630,0.013741,0.035456
132844,0.000181,0.000152
37804,0.007051,0.007163
93124,0.01591,0.016924
184981,0.017538,0.023207
4061,0.020069,0.008364
47222,0.034894,0.040184
156756,0.035979,0.030145
165409,0.001446,0.002992
219102,0.01139,0.004729
168753,0.005243,0.005619
34243,0.082987,0.046134
174032,0.005243,0.003366
15774,0.007051,0.007185
119149,0.00235,0.003944
213446,0.009582,0.005406
126225,0.018984,0.064993
174746,0.041403,0.020587
110036,0.011029,0.004839
147490,0.044838,0.024246
198077,0.163081,0.105302
143293,0.009944,0.006959
95918,0,0
21720,0.01808,0.012324
35680,0.077382,0.053258
103364,0.028566,0.04928
32061,0.032544,0.035311
219126,0.026216,0.044806
25560,0.017718,0.028359
176851,0.003797,0.007402
130781,0.015006,0.008666
144795,0.003978,0.018004
37819,0.032182,0.024382
148097,0.019707,0.013004
92542,0.010306,0.005635
33103,0.015368,0.018477
194547,0.046646,0.089499
36763,0.040318,0.017863
179575,0.041584,0.088088
26235,0.024408,0.011131
183201,0.028205,0.01896
98256,0.035075,0.016722
5443,0.022238,0.031624
139303,0.003978,0.005357
84823,0.012475,0.01329
168615,0.017538,0.026943
166770,0.024589,0.033522
114571,0.009582,0.011015
112701,0.00452,0.000647
43913,0.001085,0.001154
213316,0.00217,0.002403
164037,0.003978,0.003181
44401,0.017357,0.007964
13234,0.060206,0.211898
91128,0.052974,0.042558
133600,0.046646,0.066299
189554,0.006328,0.005699
106363,0.01121,0.000272
11490,0.005966,0.006253
84317,0.012294,0.015816
74316,0.005424,0.000811
167255,0.000542,0.000557
166083,0.021515,0.062505
90342,0.007594,0.005556
210940,0.010848,0.012281
34980,0.007594,0.01749
189843,0.010306,0.003519
135567,0.030193,0.024723
198244,0.003074,0.004285
207493,0.01808,0.034495
209252,0.021334,0.020779
109061,0.026216,0.033932
66433,0.010848,0.016522
96721,0.000181,0
186081,0.032363,0.052415
154327,0.014102,0.010316
193798,0.011571,0.010723
36245,0.008678,0.008368
89127,0.07467,0.059908
219550,0.023323,0.032539
191805,0.000181,0.001841
111522,0.022238,0.022926
138313,0.00452,0.000533
206920,0.006147,0.003423
29705,0.003616,0.003401
117436,0.003435,0.002136
212422,0.015187,0.006274
61823,0.045561,0.091781
198046,0.00669,0.001889
219387,0.014645,0.018489
122020,0.033629,0.023567
125920,0.005424,0.003347
77202,0.037606,0.046306
35454,0.000904,0.000243
972,0.026577,0.028414
134674,0.005605,0.000528
35948,0.023865,0.033197
127042,0.0226,0.034974
167735,0.001808,0.000672
32879,0.003978,0.001412
206746,0.023685,0.122682
46895,0.007051,0.010362
78967,0.033809,0.031826
89268,0.001446,0.000119
217281,0.00904,0.002601
190626,0.018261,0.029202
49451,0.013379,0.015426
77823,0.027481,0.043662
80530,0.008498,0.011828
206093,0.056952,0.068699
136888,0.012114,0.008364
108146,0.007955,0.007049
159874,0.060025,0.042572
200891,0.001085,0.000203
117988,0.032363,0.024585
186673,0.008859,0.012422
138688,0.000542,0
205192,0.024769,0.099052
155010,0.005062,0.002381
111019,0.000362,0.001645
176497,0.005424,0.004588
98366,0.079009,0.169043
166700,0.003254,0.009563
186918,0.035437,0.142426
149460,0.00452,0.006186
45805,0.030555,0.024416
21924,0.007051,0.002613
209197,0.016995,0.018045
37557,0.008859,0.009153
207557,0.002712,0.000756
84306,0.003797,0.000453
162137,0,0
154578,0.007413,0.008012
24466,0.002712,0.000984
85017,0.01356,0.003314
63048,0.003797,0.002879
105360,0.020069,0.018301
44924,0.012114,0.011503
151443,0.048816,0.039115
183029,0.015187,0.037607
160084,0.036883,0.037288
76367,0.001627,0.000457
125913,0.001446,0.000799
73764,0.00669,0.004839
88078,0.068704,0.162489
18201,0.000542,0
113376,0.022781,0.02406
108680,0.002531,0.000768
7853,0.055867,0.078939
116589,0.047912,0.030878
53464,0.064003,0.118411
192355,0.003616,0.002681
136545,0.000723,0
45758,0.032182,0.033615
168785,0.0226,0.006687
89989,0.050985,0.020882
141028,0.015549,0.015338
145025,0.003074,0.002864
51233,0.007774,0.016859
162420,0.029289,0.086874
201316,0.014826,0.011177
207729,0.027481,0.009693
189341,0.00235,0.00121
207484,0.020792,0.016786
152352,0.005605,0.011653
173457,0.048816,0.036
214900,0.014102,0.011413
216267,0.013198,0.033087
209450,0.000904,0.001262
110327,0.000181,0.001918
201366,0.028747,0.068564
19060,0.088049,0.06126
126808,0.01808,0.012126
121090,0.055867,0.054804
107689,0.001808,0.002999
177289,0.031278,0.024137
103596,0.003797,0.002502
159698,0.014645,0.008818
159371,0.018261,0.048103
36257,0.039957,0.036948
91482,0.016091,0.02083
210814,0.00452,0.00236
152387,0.01808,0.021867
126160,0.008678,0.006961
83096,0.008859,0.010925
23926,0.033086,0.016367
135167,0.005786,0.002882
150128,0.020069,0.020408
175001,0.086964,0.024895
34283,0.017718,0.010591
194533,0.002531,0.003014
59664,0.046827,0.098521
48581,0.019526,0.032693
166860,0,0.001327
102972,0.001266,0.000635
59920,0.000362,0.000693
25489,0.013379,0.033151
206872,0.005966,0.011945
200446,0.002531,0.00146
126197,0.003616,0.003011
13099,0.105767,0.119696
157437,0.00217,0.008221
150544,0.032725,0.025775
42241,0.004158,0.004643
20819,0.001266,0.001629
14000,0.020069,0.031554
12028,0.007774,0.007371
62988,0.025673,0.013293
60951,0.001808,0
18238,0.005605,0.003451
69955,0.006509,0.001444
43403,0.038872,0.016731
127275,0.006147,0.005277
52254,0.020069,0.023196
4020,0.023142,0.013625
118707,0.023504,0.018089
203456,0.040318,0.065192
149924,0.001446,0.000439
79929,0.021877,0.005995
36710,0.013198,0.005837
46280,0.000542,0.000322
161331,0.004339,0.000998
147168,0.007232,0.013269
108198,0.005424,0.009848
47134,0.030374,0.031735
199844,0.00669,0.00504
68072,0.007594,0.00366
146255,0.102332,0.053393
25308,0.018442,0.04845
48811,0.020973,0.003257
93055,0.00904,0.005349
141774,0.005424,0.001721
42024,0.001446,0.001189
18534,0.013379,0.013271
66136,0.013922,0.009395
17934,0.003435,0.001864
156759,0.00904,0.007433
93606,0.000904,0
123958,0.010306,0.001785
211099,0.020069,0.002994
153427,0.013379,0.020925
36849,0.050624,0.033087
20370,0.012837,0.00618
42442,0.121135,0.102988
209911,0.003797,0.006254
153145,0.022961,0.041468
129086,0.015368,0.012441
39106,0.063641,0.029032
50828,0.036702,0.034799
111816,0.019707,0.058028
134694,0.017176,0.031356
37262,0.009582,0.012385
38835,0.023504,0.015662
51482,0.010125,0.015298
164180,0.04068,0.046867
182975,0.024769,0.050837
115707,0.007955,0.014914
37399,0.031821,0.037248
166954,0.031459,0.037296
127864,0.028024,0.062193
75267,0.018261,0.015078
170704,0.010667,0.011483
69091,0.011571,0.009382
177027,0.01356,0.038713
31248,0.005605,0.007362
54199,0.046104,0.021319
105817,0.025673,0.198307
167166,0.013741,0.025627
141236,0.010486,0.004598
104610,0.04068,0.015921
166928,0.004882,0.004957
173182,0.006509,0.004015
153982,0.009402,0.010332
172166,0.017357,0.036555
75239,0.024408,0.010686
41887,0.035256,0.021519
162040,0.000181,0
211754,0.017357,0.017389
24514,0.01591,0.048125
146775,0.021877,0.031223
3377,0.022961,0.036075
17632,0.022781,0.016936
65063,0.022057,0.013905
47592,0.016814,0.014535
215025,0.023504,0.018116
86481,0.001446,0.000254
211449,0.000723,0.001713
136662,0.024769,0.045394
161396,0.014102,0.007248
52173,0.017538,0.008302
8271,0.012294,0.010128
194048,0.005605,0.008361
165124,0.019165,0.012901
121696,0.008317,0.015661
10432,0.01139,0.00599
155889,0,0
155438,0.000542,0.000649
107613,0.007594,0.019055
166649,0.025312,0.03027
122673,0.019165,0.007787
166010,0.020069,0.028751
182038,0.019526,0.008497
139483,0.016453,0.031513
201389,0.010306,0.005809
101567,0.082264,0.131148
108232,0.000181,0
2513,0.046104,0.026651
22356,0.000542,0.000671
136419,0.001446,0.001143
9566,0.000904,0.000085
138909,0.048816,0.032499
21448,0.028205,0.031272
187430,0.024589,0.030181
151175,0.027481,0.012937
186051,0.008136,0.031677
206396,0.00452,0.001473
191323,0.022419,0.013328
210895,0.005243,0.004986
38451,0.021334,0.046061
50531,0.006147,0.003202
212957,0.032363,0.049499
208482,0.007051,0.012074
177795,0.014826,0.008542
189664,0.013741,0.006536
148378,0.019526,0.025608
149858,0.009221,0.013835
183138,0.006509,0.001984
173178,0.009944,0.032664
92982,0.007413,0.006391
13655,0.037606,0.020827
49037,0.017357,0.017678
196883,0.003616,0.009735
29615,0.060568,0.051228
181901,0.034171,0.01962
86653,0.025131,0.022489
149604,0.092569,0.074709
7106,0.000904,0.001979
176023,0.011029,0.006942
31313,0.003616,0.000262
58354,0.025673,0.044882
213377,0.014102,0.044574
194396,0.008859,0.013363
151925,0.00904,0.011513
125606,0.003616,0.004029
161728,0.014645,0.007756
115049,0.026397,0.036345
1571,0.00217,0.001932
113471,0.015549,0.011381
27271,0.039957,0.050104
14016,0.01573,0.012977
79409,0.02025,0.068234
67210,0.018442,0.02526
1061,0.017357,0.027362
22900,0.023142,0.034127
79481,0.011933,0.013791
55144,0.002712,0.004597
100573,0.010306,0.003371
140367,0.040318,0.040312
92459,0.038149,0.063637
66792,0.025673,0.032854
20828,0.013922,0.017267
16327,0.035256,0.050845
14763,0.020792,0.019165
170998,0.005062,0.002476
113495,0.007413,0.005041
115630,0.01808,0.012503
181304,0.023865,0.038029
168438,0.022057,0.071433
156241,0.001266,0.002206
155408,0.003616,0.003154
216323,0.009582,0.033476
33200,0.030917,0.081137
73024,0.008859,0.001815
103670,0.02025,0.016208
152186,0.008859,0.02136
32274,0.001446,0.002135
193662,0.039233,0.028441
89342,0.055686,0.097071
36835,0.001266,0.001192
101577,0.017538,0.022916
161191,0.003616,0.010693
215660,0.00669,0.012812
150192,0.006328,0.006466
175621,0.00452,0.002654
204481,0.010486,0.031123
173333,0.029289,0.029838
208859,0.056952,0.065082
127783,0.009221,0.006418
179824,0.138673,0.185699
139971,0.009944,0.008085
117307,0.020611,0.021606
212778,0.008678,0.003941
140657,0.012114,0.0123
119676,0.018622,0.029131
207643,0.024408,0.013309
12105,0.214609,0.135588
192490,0.012114,0.016407
143592,0.001446,0.001562
174127,0.115892,0.149387
115368,0.000181,0.000116
198913,0.011571,0.009773
178536,0.018984,0.014306
21089,0.004339,0.001413
36696,0.027662,0.010144
104101,0.004882,0.000725
212971,0.003797,0.001553
140191,0.008678,0.000803
137736,0.005062,0.000779
98180,0.003797,0.004512
78217,0.001446,0.000469
197031,0.002893,0.003404
203382,0.002893,0.001835
69974,0.021334,0.047739
43437,0.097632,0.061043
50299,0.014645,0.0157
195802,0.002893,0.004106
134579,0.011933,0.012872
192015,0.026939,0.046848
200822,0.034352,0.052547
67586,0.008678,0.018005
71226,0.012475,0.011267
202399,0.005062,0.014245
79375,0.009763,0.003598
146531,0.011029,0.017523
51598,0.031821,0.06226
28783,0.048093,0.172246
211990,0.048273,0.061789
49918,0.009402,0.009182
169630,0.001266,0.002348
1285,0.034894,0.069145
163229,0.005424,0.004557
139273,0.003254,0.002417
151131,0.065992,0.043834
15888,0.062737,0.01703
95682,0.004882,0.007354
176735,0.029109,0.01478
147635,0.035437,0.066169
79358,0.056771,0.04361
133563,0.012656,0.012792
38189,0.007051,0.00141
215493,0.004882,0.004781
163196,0.020069,0.003848
207315,0.019707,0.011454
94824,0.009221,0.016061
192729,0.006509,0.008526
84437,0.000181,0.0007
6237,0.005424,0.009024
59457,0.020973,0.023502
131572,0.012294,0.001346
135029,0.122039,0.075949
196984,0.026216,0.002069
100172,0.023685,0.015112
182327,0.019526,0.042593
108182,0.006328,0.00951
116592,0.000362,0.001265
30619,0.023865,0.021864
32485,0.001085,0.002044
146604,0.040318,0.038268
162555,0.047008,0.031776
166846,0.003978,0.005853
140679,0.042307,0.10126
173355,0.012294,0.01998
105019,0.001989,0.0059
88688,0.007232,0.002547
38533,0.043392,0.035269
124762,0.032725,0.021633
170929,0.120593,0.034836
176721,0.006509,0.001699
93499,0.080998,0.123089
32129,0.003254,0.006552
44830,0.086422,0.097196
179600,0.017176,0.020132
45048,0.109564,0.081155
2917,0.001808,0
149813,0.088049,0.0475
54448,0.01121,0.007493
44677,0.047731,0.065243
91831,0.001446,0.000356
80997,0.05424,0.082678
15971,0.016272,0.008744
124107,0.017899,0.030312
164216,0.008136,0.006219
166291,0,0
166126,0.005966,0.002438
169515,0.019165,0.013726
114687,0.000904,0.001361
215149,0.013198,0.023491
21512,0.012656,0.024896
21661,0.004339,0.001547
78506,0.005243,0.002157
47277,0.010667,0.013751
3449,0.019707,0.01108
139949,0.009402,0.019272
214539,0.003616,0.004756
79242,0.007051,0.007595
112504,0.001266,0.00195
162658,0.005605,0.006544
11372,0.012294,0.025149
73580,0.002712,0.003433
180689,0.016995,0.011451
205798,0.003435,0.005125
4083,0.002531,0.000898
43690,0.007413,0.008051
198807,0.016272,0.015705
172568,0.034713,0.039512
105419,0.064003,0.108834
157128,0.00235,0.003298
170583,0.022238,0.029291
75132,0.018261,0.064218
35819,0.013198,0.01719
22785,0.014826,0.049879
3067,0.020069,0.01037
6528,0.013379,0.01846
197605,0.007955,0.007515
26080,0.052974,0.029781
22644,0.016995,0.033576
211342,0.018984,0.019384
175102,0.005424,0.002751
128205,0.02495,0.04354
130695,0.03616,0.027275
215400,0.06563,0.042304
194431,0.001446,0.001206
178593,0.006147,0.010672
40486,0.021334,0.046552
41858,0.049539,0.020128
48237,0.020792,0.101018
210123,0.024227,0.024106
86780,0.015006,0.026257
61142,0.003074,0.002763
108211,0.000181,0.000538
151699,0.023142,0.025589
35234,0.042669,0.071676
102798,0.003616,0.004151
96513,0.005966,0.005236
87980,0.014102,0.020628
65022,0.024408,0.016165
150514,0.000723,0
129595,0.019707,0.029438
30571,0.010848,0.015138
16171,0.010306,0.009675
86026,0.005966,0.005243
110752,0.012837,0.014805
157967,0.006328,0.001217
63778,0.00217,0
6524,0.016814,0.035192
3949,0.014464,0.009273
193878,0.00217,0.000091
178404,0.001266,0.00042
198377,0.008317,0.017903
13745,0.005966,0.001894
214860,0.008859,0.017511
27246,0.003616,0.002945
1750,0.083529,0.089763
2076,0.001446,0.002228
62848,0.017176,0.00542
172273,0.001446,0.00022
144113,0.002531,0.001972
131137,0.001266,0.000909
113273,0.03399,0.034831
50173,0.005966,0.006031
61385,0.024589,0.018994
119415,0.00904,0.009908
80480,0.012475,0.005857
146006,0.000723,0.000404
66102,0.003435,0.001106
172364,0.00217,0.003372
44960,0.00452,0.005114
117279,0.006147,0.007343
60724,0.010486,0.010367
164940,0.04303,0.056607
149469,0.022419,0.035442
189097,0.009763,0.019252
183630,0.018442,0.027309
198995,0.008498,0.021978
36362,0.024769,0.028517
162112,0.001446,0.002277
89382,0.018261,0.006232
205239,0.030193,0.024038
156564,0.005062,0.015748
205133,0.012837,0.042965
3350,0.013379,0.006505
138641,0.023865,0.054774
46700,0.002893,0.002647
149553,0.025312,0.014376
159177,0.018622,0.045902
48623,0.005062,0.003296
163790,0.02712,0.022627
176413,0.001808,0.000903
79006,0.000904,0
217283,0.007594,0.005666
18115,0.010667,0.008082
76823,0.002712,0.004275
194058,0.019888,0.031946
78155,0.002893,0.000539
191172,0.006147,0.018911
56139,0.070873,0.093568
166023,0.025131,0.020589
48342,0.031459,0.031041
101015,0.010306,0.003213
211729,0.012656,0.02617
117979,0.008859,0.009667
69687,0.075574,0.015934
1378,0.026397,0.031278
118289,0.00904,0.009545
127879,0.023865,0.007855
94699,0.024769,0.003731
40881,0.003978,0.000986
212047,0.014826,0.008409
76563,0.014283,0.031414
42957,0.000362,0.000637
210336,0.007955,0.003094
138832,0.003435,0.003807
96044,0.020611,0.018959
63279,0.003435,0.002149
211929,0.001808,0.003775
115394,0.089857,0.097242
33877,0.001989,0.000841
73631,0.060929,0.047761
130006,0.008317,0.005648
138908,0.003797,0.002333
116704,0.018442,0.007007
170727,0.024408,0.028384
12920,0.014283,0.031101
82339,0.035256,0.038896
193046,0.021334,0.028973
122280,0.033267,0.032986
165741,0.005424,0.005687
137712,0.047731,0.045935
93911,0.013379,0.01074
90260,0.032182,0.053117
155228,0.004339,0.00137
135357,0.010125,0.022963
214210,0.030555,0.044967
63075,0.00452,0.003869
218230,0.004701,0.007079
101383,0.005605,0.015511
161287,0.023142,0.023474
148067,0.009221,0.037937
32937,0.035979,0.038279
17782,0.001446,0.002792
188236,0.003616,0.000622
80775,0.012837,0.014407
52229,0.001627,0.002504
196584,0.014283,0.015759
107979,0.01139,0.009163
71624,0.003978,0.005842
208283,0.024408,0.034721
38318,0.019346,0.02637
77710,0.024408,0.019519
128393,0.01573,0.022298
219635,0.010306,0.004096
47209,0.01121,0.002137
179900,0.019165,0.017298
122157,0.034533,0.058347
158942,0.121678,0.021148
22190,0.01591,0.029389
95440,0.029651,0.034994
204404,0.008498,0.002723
42389,0.030013,0.009856
188953,0.063099,0.052984
77227,0.032725,0.015551
171607,0.001808,0.000999
92106,0.050443,0.056793
28653,0.005966,0.007229
3523,0.021153,0.029108
60364,0.013198,0.006788
