tracker_id,solo_Kills,solo_RideDistance
135715,0.00452,0.00393
10924,0.017538,0.036795
144167,0.002531,0.003907
13843,0.008678,0.011123
106359,0.009221,0.003938
61984,0.027843,0.026979
160632,0.010486,0.006998
4950,0.005243,0.021922
217215,0.022238,0.013292
209376,0.01573,0.010629
151592,0.001989,0.000931
133965,0.006147,0.007709
100661,0.001627,0
200633,0.009944,0.016234
94261,0.005243,0.00161
164230,0.088953,0.049787
143674,0.000362,0
89383,0.005424,0.006663
72553,0.021334,0.060588
20827,0.08154,0.034543
14058,0.002712,0.000485
108431,0.001627,0.001136
171723,0.005062,0.003117
37766,0.011752,0.00509
109780,0.031278,0.046449
198897,0.032001,0.032869
101753,0.024227,0.031307
84109,0.023865,0.146116
176518,0.003797,0.00068
39571,0.039233,0.047008
119062,0.002712,0.005349
214360,0.041041,0.031645
171927,0.04068,0.049664
46222,0.023323,0.017943
158524,0.015006,0.016794
175094,0.018803,0.015608
144015,0.018261,0.03398
126227,0.010667,0.008585
38976,0.004339,0.003475
115416,0.035437,0.032345
12463,0.002712,0.001123
159012,0.031821,0.026713
173538,0.008498,0.007363
68390,0.028928,0.044445
1610,0.00904,0.00701
159732,0.00452,0.002575
34007,0.007594,0.00453
139647,0.145543,0.075715
169198,0.003254,0.002338
198306,0.008859,0.004852
145242,0.008859,0.013349
171939,0.057133,0.055635
143887,0.006509,0.00993
132357,0.01121,0.011021
148884,0.01808,0.022727
181817,0.000542,0
149350,0.009944,0.004297
175044,0.001989,0.001008
64276,0,0.000101
154952,0.001085,0.003482
191354,0.001989,0.003558
151263,0.003616,0.000287
35323,0.01139,0.042881
12771,0.005424,0.003867
13816,0.03164,0.026061
210303,0.049177,0.032516
21761,0.012475,0.007624
80493,0.015549,0.0254
52426,0.000723,0.000889
30832,0.04068,0.008198
39129,0.037064,0.021088
152603,0.024227,0.031677
55939,0.003254,0.004308
39771,0.001627,0.000691
24226,0.025854,0.014701
169029,0.005062,0.001307
27661,0.012294,0.006853
80522,0.001808,0.001499
157859,0.009402,0.012883
91256,0.069788,0.054752
120471,0,0
13329,0.003797,0.007252
30261,0.058037,0.027995
32975,0.018622,0.029452
115629,0.020611,0.043276
113292,0.044838,0.044453
97706,0.009944,0.015938
98455,0.000181,0.000626
17167,0.004158,0.011165
191359,0.021153,0.051917
182568,0.009402,0.003489
83394,0.014645,0.014305
43648,0.020069,0.01328
37118,0.014283,0.019787
34811,0.014826,0.02746
72092,0.010306,0.005939
10354,0.005062,0.008265
151264,0.028747,0.037187
113542,0.012656,0.00338
3917,0.005605,0.003211
77831,0.016453,0.003645
140879,0.014102,0.010176
84491,0.066896,0.063205
49675,0.019888,0.072942
92215,0.006509,0.00627
119800,0.020973,0.042995
165058,0.001989,0.000677
34960,0.00235,0.001993
50829,0.019346,0.019465
103015,0.009221,0.007762
117272,0.026577,0.026553
216118,0.006147,0.014925
99064,0.018984,0.03137
57130,0.029832,0.036715
20145,0.039595,0.083991
214414,0.00235,0.001673
100683,0.025493,0.03331
74716,0.065088,0.037074
121399,0.019888,0.006526
91801,0.013741,0.009505
19804,0.009944,0.007659
175943,0.003254,0.006362
54070,0.013379,0.01127
156393,0.006328,0.008524
183349,0.019346,0.023189
190806,0.004339,0.004144
76156,0.000181,0
185837,0.017176,0.016894
200013,0.009402,0.007361
52138,0.007051,0.003448
208323,0.000723,0
203138,0.008498,0.017748
81698,0.034533,0.035732
120402,0.027662,0.011678
129656,0.133611,0.083313
31934,0.012837,0.034644
150878,0.013198,0.005158
100136,0.019526,0.050706
198769,0.012114,0.007219
183612,0,0
189907,0.014464,0.005482
213250,0,0.00061
53869,0.029109,0.035678
160302,0.020973,0.00557
60972,0.002712,0.003421
142469,0.015368,0.005163
136137,0.008859,0.012913
65068,0.013741,0.014095
21576,0.007955,0.002966
134723,0.012837,0.004031
13883,0.004882,0.000971
84179,0.015187,0.013986
36729,0.013741,0.003858
47781,0.01356,0.033314
88155,0.023504,0.019375
88573,0.015549,0.004926
170758,0.021515,0.063753
173600,0.013198,0.007867
97486,0.017899,0.021041
211776,0.012656,0.011303
216606,0.013198,0.013759
42858,0.002893,0.00499
20597,0.00235,0.004529
77222,0.003074,0.002532
207645,0.009221,0.012232
6935,0.016091,0.009146
85342,0.006328,0.007353
160358,0.018803,0.029047
4442,0.00669,0.012132
144671,0.096185,0.089566
47904,0.03164,0.082944
104182,0.030736,0.017553
142674,0.020792,0.011145
14124,0.007051,0.009912
149187,0.095462,0.204967
28476,0.039957,0.033344
193468,0.003074,0.004285
187305,0.015368,0.011845
214868,0.032182,0.020992
216281,0.005243,0.003716
92391,0.014102,0.010883
118082,0.016634,0.087298
52408,0.018442,0.017777
65330,0.011571,0.026787
117218,0.018442,0.04395
29445,0.022961,0.020349
105052,0.00904,0.006903
200505,0.005605,0.006643
22704,0.014464,0.025477
207268,0.020792,0.021039
119470,0.00235,0.000109
118482,0.022781,0.050529
151849,0.00217,0.00036
110745,0.03164,0.217763
141891,0.042307,0.018718
174654,0.019526,0.016438
97719,0.004158,0.003131
102800,0.018622,0.019669
108943,0.02495,0.048353
192582,0.018442,0.040111
101096,0.006147,0.006185
86155,0.084614,0.045783
209194,0.014464,0.018288
104036,0.022961,0.011814
57135,0.000362,0.000427
74936,0.001085,0
49598,0.016995,0.011474
85304,0.033448,0.02971
53122,0.002893,0.003354
106463,0.014826,0.01547
30607,0.013741,0.002832
22490,0.013741,0.006171
32389,0.001808,0.000496
208126,0.022781,0.023706
207436,0.012114,0.010526
87201,0.026216,0.010433
215151,0.014464,0.019402
191188,0.00452,0.001604
175086,0.012837,0.010604
217290,0.003978,0.002435
16409,0.02025,0.042085
68478,0.022419,0.021131
126133,0.002712,0.003055
175907,0.028205,0.026122
203345,0.003797,0.001683
154880,0.006147,0.006889
128191,0.026035,0.077386
88950,0,0
74844,0.013198,0.004843
10027,0.071958,0.0323
172373,0.023142,0.024822
50842,0.019346,0.009276
219738,0.018984,0.030579
133942,0.016814,0.006375
175247,0.00217,0.001506
171855,0.025312,0.005073
10185,0.019526,0.002759
57665,0.016995,0.005031
217,0.026577,0.043848
160074,0.002712,0.002529
200123,0,0
33628,0.010848,0.007321
182251,0.008678,0.003369
181599,0.007955,0.009988
179645,0.000904,0.000168
119875,0.021153,0.032145
71349,0.037425,0.014139
144983,0.016995,0.028511
93672,0.019165,0.001533
215986,0.065268,0.066968
120597,0.092027,0.063043
115559,0,0
25586,0.031278,0.034139
173025,0.025131,0.047194
218543,0.00452,0.000641
200052,0.000362,0.000959
172392,0.041584,0.038916
28052,0.000181,0
76605,0.069427,0.070033
27244,0.004882,0.015131
116798,0.014102,0.011073
170287,0.018442,0.02044
17446,0.024227,0.026325
50711,0.009944,0.013628
218442,0.001446,0.001359
162745,0.008859,0.017299
114678,0.011933,0.070765
88881,0.01121,0.011261
85202,0.000362,0.000203
99393,0.08371,0.086937
2787,0.007413,0.015061
214530,0.007594,0.006338
155618,0.016272,0.007745
99845,0.011029,0.021688
122637,0.00687,0.016996
165123,0.020973,0.032333
93503,0.001266,0.00071
111116,0.016091,0.016162
134868,0.018803,0.008471
194594,0.014464,0.009284
165720,0.000904,0
115530,0.046465,0.148574
167843,0.015187,0.018303
171769,0.017357,0.013059
74794,0.029832,0.023376
57432,0.01573,0.020497
184282,0.01121,0.016731
218121,0.077382,0.023757
85853,0.001627,0.000668
170681,0.04972,0.032849
67739,0.008678,0.005396
36435,0.021696,0.005774
36138,0.017176,0.011349
116309,0.000181,0.000246
29001,0.030917,0.00786
146252,0.012475,0.002682
132460,0.01139,0.005507
111727,0.083529,0.060417
135615,0.012837,0.010433
133570,0.008498,0.012297
31323,0.037787,0.019305
165619,0.019888,0.017303
202487,0.014826,0.049805
44671,0.025312,0.012619
152966,0.007232,0.013668
180402,0.013198,0.00834
173563,0.004158,0.004196
12191,0.004882,0.005782
126394,0.002893,0.001022
138796,0.004339,0.015769
79119,0.033809,0.066144
144597,0.013922,0.016923
114844,0.011933,0.006274
123980,0.020973,0.01941
197197,0.017357,0.02789
89581,0.01139,0.026103
180353,0.015368,0.006931
65939,0.012475,0.01191
168524,0.000181,0
41230,0.010125,0.033827
210766,0.008859,0.009016
106831,0.03164,0.057231
59151,0.015368,0.028279
218866,0.011029,0.006251
60046,0.029832,0.042228
81841,0.018984,0.009663
83504,0.00217,0.000026
59947,0.002893,0.003516
100467,0.124209,0.092029
8510,0.009402,0.019013
95221,0.026035,0.044926
116328,0.0226,0.030792
176081,0.013741,0.057122
60954,0.038872,0.103785
5340,0.025312,0.024657
167522,0.031097,0.014557
173352,0.009221,0.021954
131139,0.018261,0.014095
166257,0.013922,0.027868
94597,0.003074,0.0019
46035,0.006509,0.011701
117774,0.013379,0.012106
33206,0.006509,0.002811
192154,0.024589,0.013195
215085,0.023323,0.014144
200286,0.013922,0.032579
154027,0.00687,0.044158
81296,0.021877,0.026043
112609,0.083168,0.02081
178360,0.030917,0.038785
96912,0.018984,0.028444
211857,0.00687,0.013934
42431,0.016272,0.017696
10624,0.025493,0.021295
176587,0.003797,0.003451
181488,0.048635,0.031113
30825,0.016272,0.044666
101558,0.024589,0.034258
188873,0.00669,0.001738
208085,0.003435,0.002529
19542,0.009582,0.005912
59402,0.000904,0.000403
174562,0.00452,0.002231
83535,0.01591,0.011424
71229,0.166154,0.054721
16008,0.077924,0.054299
29154,0.058037,0.108425
133240,0.012656,0.003645
86449,0.060568,0.022941
27612,0.000181,0.000404
195318,0.016453,0.013056
207196,0.013922,0.003103
216759,0.003435,0.008492
142769,0.000904,0
29811,0.01356,0.008256
114286,0.023323,0.017468
216359,0.000542,0
144160,0.028385,0.043322
148159,0.043392,0.02754
186963,0.027481,0.022632
131101,0.073947,0.021622
122513,0.001085,0.003439
189223,0.001266,0
37737,0.025673,0.00865
60849,0.014826,0.010121
120004,0.081179,0.210184
80514,0.007594,0.005163
33818,0.015006,0.057853
17806,0.024046,0.028571
76480,0.009944,0.023965
32741,0.031459,0.081403
90723,0.008678,0.004005
193914,0.006328,0.006496
108327,0.018984,0.0116
80669,0.001808,0.001532
145686,0.021877,0.00804
150656,0.050262,0.034652
26709,0.001989,0.00043
183050,0.005243,0.002607
117859,0.003797,0.00191
46603,0.011752,0.021943
14571,0.018442,0.031438
138812,0.003978,0.005134
165746,0.050081,0.008251
35637,0.003797,0.017916
24777,0.010125,0.014799
161622,0.023142,0.047791
157248,0.018442,0.021092
17821,0.00669,0.003993
141186,0.014464,0.014975
86895,0.011933,0.004749
87651,0,0.000812
44998,0.012837,0.032693
132874,0.008317,0.006899
51211,0.011752,0.007038
118948,0.024046,0.021002
154997,0.018984,0.02928
57814,0.009763,0.004315
5283,0.010486,0.018539
118026,0.007774,0.009772
41332,0.03616,0.06288
9942,0.016091,0.017469
18931,0.015368,0.051209
180700,0.00235,0.000047
100368,0.009402,0.009376
48289,0.000542,0.00035
110563,0.010667,0.003275
112687,0.009582,0.004469
81205,0.007051,0.003677
126548,0.022238,0.008286
154005,0.001808,0.002535
88714,0.007413,0.010596
115783,0.013198,0.010829
37180,0.017899,0.00899
111996,0.075574,0.097597
142623,0.013018,0.00921
22067,0.17881,0.169288
117677,0.028024,0.08747
133734,0.020611,0.035458
94333,0.018442,0.036752
102700,0.012475,0.006829
41080,0.001085,0.001547
206732,0.009402,0.018645
193796,0.017357,0.009553
39343,0.059121,0.048325
188570,0.027301,0.067848
213712,0.006509,0.001745
51397,0.009582,0.00681
81056,0.00235,0.002063
202915,0.001627,0.003587
95029,0.043392,0.086141
53444,0.000542,0.00088
67614,0.017718,0.003158
8794,0.003978,0.014804
57088,0.000904,0
101271,0.030013,0.030975
4336,0.009402,0.0309
119197,0.010486,0.003841
146426,0.011752,0.00751
28807,0.061653,0.083608
177897,0.004701,0.002227
38153,0.029832,0.055915
5498,0.046646,0.031089
204029,0.018261,0.007362
6509,0.002531,0.000309
207539,0.013198,0.00529
219900,0.001627,0.001549
204025,0,0.000833
181461,0.002893,0.003272
28536,0.00687,0.003338
105725,0.002893,0.004026
75321,0.002893,0.004529
147422,0.04068,0.024365
3543,0.016091,0.033268
176049,0.073947,0.098797
70722,0.099078,0.114152
40845,0.005966,0.005693
25198,0.051709,0.167001
98447,0.000723,0.000341
68600,0.024046,0.014863
112968,0.153679,0.187372
128576,0.010486,0.005633
13297,0.012475,0.007734
107773,0.020973,0.005135
106581,0.014464,0.002135
214240,0.018261,0.033838
213906,0.024227,0.032718
187698,0.009944,0.026366
40818,0.053697,0.081669
130052,0.007594,0.005743
142627,0.01808,0.020936
164652,0.058941,0.040202
30326,0.021153,0.010846
44179,0.023504,0.043175
139893,0.002893,0.001813
168974,0.016814,0.031916
77672,0.008498,0.007764
133455,0.01808,0.010155
6943,0.005243,0.007328
34508,0.000904,0.000899
140468,0.014102,0.017784
6259,0.005243,0.002821
60726,0.023685,0.00973
189027,0.00687,0.002888
37071,0.011571,0.018134
196650,0.012475,0.014787
42702,0.026216,0.024513
174148,0.058037,0.050486
61695,0.007955,0.072796
111449,0.01591,0.009533
48797,0.00687,0.00605
110706,0.003978,0.001226
136025,0.004701,0.002405
144607,0.016272,0.020348
129213,0.005424,0.00294
79232,0.150606,0.162462
156364,0.010125,0.007692
37153,0.01591,0.017736
89130,0.013198,0.012379
25934,0.064907,0.025121
115080,0.005424,0.003508
53139,0.025312,0.005905
51245,0.018803,0.040932
27444,0.015549,0.008244
118572,0.007594,0.00549
18754,0.018261,0.021654
135399,0.010125,0.018118
120323,0.005424,0.004443
163106,0.016453,0.011653
164493,0.045742,0.077848
169654,0.027662,0.013756
188589,0.012837,0.006217
80273,0.026577,0.052559
22405,0.003435,0.002194
47413,0.028385,0.042311
130174,0.007413,0.003493
97209,0.019165,0.025727
2966,0.004882,0.002939
211358,0.000542,0.000175
118628,0.001989,0.001573
131982,0.035617,0.033132
168782,0.004339,0.006945
35154,0.001627,0.003815
85757,0.039595,0.03391
152349,0.014464,0.012996
144571,0.01808,0.027076
107338,0.062014,0.027499
206886,0.016453,0.010897
16724,0.001627,0.001237
182651,0.000542,0.001823
25925,0.030013,0.086575
131291,0,0
104975,0.047189,0.087585
90050,0.000723,0.000464
90139,0.005966,0.002138
113437,0.028385,0.050729
10847,0.042307,0.018066
212086,0.020069,0.040377
50138,0.017357,0.023376
122403,0.043573,0.237039
112709,0.006328,0.003981
179583,0.003616,0.00234
121875,0,0
12974,0.036883,0.041709
50033,0.022057,0.02544
133797,0.046465,0.037845
22066,0.055686,0.027396
205416,0.005243,0.006068
103814,0.010125,0.000661
148365,0.003616,0.004574
56748,0.172663,0.179568
106911,0.007232,0.001809
88272,0.014826,0.027096
191919,0.003797,0.00309
52550,0.009582,0.020301
38733,0.000362,0
205690,0.017176,0.006626
3790,0.001446,0
100237,0.001446,0.002202
166840,0.007413,0.011932
11889,0.000904,0.001263
147651,0.007232,0.010493
91146,0.006509,0.003864
144895,0.011752,0.012701
174158,0.00217,0.000716
170912,0.020611,0.037699
145264,0.02043,0.028706
171563,0.005424,0.006823
116893,0.00687,0.005024
212036,0.004882,0.011434
126245,0.001808,0.00017
96880,0.026216,0.015369
29997,0.03616,0.032881
29097,0.089134,0.12129
205639,0.001808,0.000631
176115,0.012837,0.011832
83969,0.011029,0.029346
105224,0.009221,0.008055
137749,0.007594,0.005525
142141,0.032725,0.033691
151850,0.015368,0.034262
161746,0.003074,0.002598
153182,0.044838,0.043983
132538,0.003074,0.002615
15271,0.030193,0.05691
214883,0.028747,0.057687
182238,0.022961,0.015085
167020,0.003074,0.003711
86292,0.000181,0.004268
170291,0.018622,0.019035
82533,0.038329,0.008357
107878,0.038691,0.053232
210423,0.016814,0.01797
75,0.005243,0.010063
47677,0.024227,0.014482
37888,0.018984,0.036254
102710,0.040318,0.09515
168179,0.001627,0.001028
85440,0.007051,0.001569
159385,0.013922,0.005258
8694,0.025673,0.058556
183051,0.016634,0.020174
112519,0.013018,0.008679
214488,0.009582,0.024421
31984,0.018984,0.013063
87862,0.025854,0.024608
167573,0.004339,0.001676
146698,0.043392,0.024804
179827,0.010306,0.011809
64072,0.016814,0.01729
24636,0.027662,0.021629
6940,0.010667,0.020543
118667,0.026035,0.015737
110086,0.00452,0.002319
55244,0.003435,0.001254
211462,0.014464,0.013629
130590,0.031821,0.031228
68970,0.010306,0.004871
13542,0.010306,0.006283
113643,0.033809,0.024079
114068,0.018261,0.016928
107656,0.001808,0.000347
214866,0.022238,0.039369
94287,0.007594,0.003695
218508,0.012656,0.017632
119014,0.017538,0.021409
84776,0.000362,0.002056
131774,0.010667,0.006897
158247,0.001446,0.001664
147963,0.055686,0.035615
44918,0.01573,0.009975
115490,0.000723,0.001466
128835,0.019707,0.040414
186742,0.015368,0.022823
217730,0.024046,0.015955
39567,0.162177,0.100088
149140,0.017718,0.019903
101682,0.007774,0.007559
121011,0.023323,0.019967
108084,0.002893,0.006874
26089,0.010667,0.007014
92335,0.046285,0.037113
96300,0.010306,0.009871
204663,0.019165,0.015636
158772,0.011029,0.029724
10714,0.008859,0.007243
48228,0.019888,0.020027
136697,0.02043,0.009365
168378,0.009221,0.023146
148351,0.017538,0.005023
190269,0.008136,0.012777
144942,0.01121,0.020667
213248,0.002893,0.002907
145885,0.023323,0.034289
67890,0.000362,0.001327
165940,0.024408,0.031461
183426,0.035617,0.085382
60176,0.01139,0.0067
216584,0.018442,0.045902
173749,0.001808,0.002301
182960,0.018442,0.043892
74108,0.030917,0.056553
52459,0.024769,0.009798
141813,0.000542,0.000523
10180,0.006509,0.022298
209824,0.000181,0
199012,0.020611,0.039253
128777,0.022419,0.023227
94976,0.019707,0.022196
102631,0.037425,0.090051
130053,0.022781,0.02795
60947,0.05207,0.056478
93495,0.01591,0.014336
1762,0.136865,0.070857
154057,0.022781,0.01616
97052,0.079009,0.053444
194881,0.010848,0.01257
195756,0.012294,0.008311
112139,0.006328,0.002774
196456,0.000723,0.000284
178459,0.003254,0.004385
98724,0.023865,0.04753
46836,0.025312,0.047513
35951,0.014102,0.023077
88959,0.082444,0.093398
161123,0.00687,0.003079
21485,0.020973,0.019101
153021,0.049901,0.043504
96408,0.028747,0.015341
30428,0.007232,0.001655
87230,0.027301,0.038565
65582,0.013198,0.020694
152460,0.037968,0.048856
101118,0.016453,0.002683
89915,0.071958,0.056724
41904,0.001808,0.000602
60048,0.001446,0.003329
137064,0.049358,0.078473
51554,0.018984,0.068309
47717,0.023685,0.043659
121033,0.011029,0.001768
37097,0.033448,0.043877
24022,0.272826,0.050653
127642,0.007774,0.01494
138647,0.00904,0.025332
142114,0.016814,0.018683
128376,0.040318,0.056435
477,0.049539,0.027188
17208,0.044115,0.044418
190819,0.001085,0.001189
115919,0.003435,0.003165
108499,0.045923,0.078771
193683,0.066534,0.035392
96933,0.033086,0.021815
23083,0.056229,0.054972
122622,0.069788,0.059051
75662,0.012294,0.006845
172260,0,0
26115,0.050805,0.044411
213277,0.01573,0.007435
114934,0.022057,0.004971
137764,0.015549,0.005842
15313,0.001989,0.001759
153366,0.000181,0.001018
94858,0.021334,0.026431
183992,0.00669,0.007398
13556,0.017176,0.013827
128562,0.01573,0.03439
132273,0.01573,0.012299
157012,0.032905,0.006803
131895,0.000904,0.001505
208617,0.03399,0.04129
115500,0.004339,0.00757
157440,0.012294,0.007417
1680,0.061291,0.055896
145508,0.016995,0.014121
63406,0.001266,0
195631,0.007051,0.000957
83004,0.01591,0.002481
189663,0.000362,0
141304,0.001085,0
135574,0.05207,0.023656
26892,0.00669,0.005455
41514,0.049177,0.103671
210086,0.00217,0.002375
174784,0.017718,0.031035
209051,0.017538,0.003957
184696,0.016995,0.012304
103918,0.020792,0.017407
62851,0.019526,0.02462
126536,0.01573,0.034552
133007,0.011029,0.014553
198230,0.001446,0.00109
1399,0.00452,0.004296
83399,0.018803,0.020556
63002,0.00235,0.002002
198629,0.014826,0.00461
1314,0.021696,0.033323
62713,0.009402,0.003825
43918,0.091665,0.146021
190990,0.050805,0.018786
219689,0.015006,0.016888
203040,0.010125,0.008416
62689,0.005062,0.00476
94683,0.009221,0.009176
169050,0.035256,0.01569
216914,0.005786,0.002441
32183,0.014826,0.025413
129722,0.001446,0.002256
96149,0.027662,0.02331
8616,0.014283,0.017804
158819,0.011752,0.014114
171133,0.033267,0.044123
128277,0.008498,0.002777
85313,0.042126,0.05412
108196,0.000904,0.001227
79439,0.029651,0.05925
32620,0.001627,0.003299
47206,0.015187,0.026142
149363,0,0.00109
1904,0.007232,0.002479
134905,0.075032,0.113638
127550,0.05424,0.045295
139984,0.008498,0.007096
141234,0.010848,0.009956
130467,0.00904,0.002397
176552,0,0.000201
133316,0.017718,0.008979
30045,0.021877,0.103118
60665,0.086241,0.05507
167845,0.012837,0.004955
29476,0.005786,0.002907
168480,0.000362,0.001632
168426,0.01591,0.008003
3719,0.023685,0.036798
14017,0.007413,0.015548
196494,0.008317,0.004942
91239,0.014283,0.010784
71355,0.06346,0.09862
48077,0.008859,0.013974
90563,0.01121,0.006453
149466,0.005062,0.002294
131850,0.053336,0.074938
191147,0.024589,0.019093
206527,0.01356,0.017989
69966,0.007051,0.007592
179655,0.039053,0.029521
153548,0.014826,0.009302
24649,0.006328,0.000615
191361,0.000542,0
205075,0.019888,0.00904
180671,0.026758,0.012319
29728,0.057675,0.016368
195265,0.015187,0.014503
84828,0.00904,0.006754
182813,0.013922,0.01452
52818,0.000362,0.002686
22449,0.002712,0.001692
183598,0.032544,0.030155
95497,0.00687,0.002851
111476,0.031821,0.013121
190841,0.012475,0.026603
203681,0.020611,0.021058
216952,0.011933,0.012386
38412,0.016091,0.040887
203853,0.009944,0.018993
61582,0.015549,0.007739
165487,0.001627,0
23081,0.009763,0.003257
35077,0.02947,0.037282
188321,0.012656,0.001824
167860,0.017176,0.020332
39649,0.014283,0.005975
111206,0.000181,0.00007
44698,0.000723,0.000313
194848,0.00235,0.000356
41947,0.024046,0.032683
181380,0.029109,0.020967
217665,0.004701,0.004796
95202,0.003435,0.004746
165256,0.004701,0.011977
108220,0.028566,0.012843
125338,0.005966,0.02478
11464,0.037245,0.031534
100215,0.001989,0.004496
165183,0.004701,0.006592
53327,0.01808,0.008135
28070,0.00452,0.004482
171934,0.01139,0.009034
38296,0.030736,0.036257
214203,0.037968,0.022228
56888,0.070331,0.050875
196189,0.001266,0.003554
1493,0,0
156991,0.007774,0
141099,0.005062,0.00592
96930,0.038329,0.021286
16395,0.001808,0.001486
120593,0.027843,0.018085
727,0.001808,0.000636
135525,0.02043,0.016427
116690,0.014283,0.024346
211791,0.013018,0.00927
177227,0.015006,0.020425
207066,0.00687,0.002927
17175,0.026939,0.011869
126998,0.010486,0.00682
122671,0.020792,0.008122
113457,0.032544,0.021398
24961,0.044296,0.015368
83791,0.003074,0.002102
62017,0.042849,0.023976
181942,0.083529,0.066014
96239,0.012475,0.025627
198510,0.013741,0.023938
179869,0.040861,0.022159
3275,0.013741,0.019425
12540,0.068704,0.071624
111001,0.025673,0.007024
45512,0.001446,0.001354
139455,0.026939,0.034612
125634,0.063822,0.040831
173737,0.016995,0.005127
88216,0.008317,0.005098
54918,0.007955,0.005332
166337,0.039233,0.029232
174756,0.000542,0.000305
210374,0.002893,0.007723
68061,0.012837,0.008997
49699,0.011933,0.012019
131322,0.032001,0.013664
170523,0.055686,0.054432
121981,0.062014,0.020988
151691,0.034894,0.025697
163184,0.002712,0.004096
95628,0.027662,0.040633
117540,0.01591,0.030217
29253,0.021696,0.014223
183105,0.001266,0.001225
77644,0.035617,0.018191
81606,0,0
170667,0.005966,0.00371
21000,0.028928,0.021558
100770,0.008859,0.004182
214762,0.021696,0.010376
118595,0.021696,0.055823
87013,0.005424,0.006142
79150,0.063099,0.041906
55376,0.025312,0.049241
62575,0.010848,0.003444
63014,0.014826,0.021394
14142,0.006147,0.004133
150031,0.011933,0.010876
207431,0.032363,0.037444
22172,0.073585,0.072792
45371,0.018261,0.021742
57779,0.020069,0.021852
70648,0.0452,0.035891
160409,0.016814,0.035776
8646,0.005605,0.001262
169322,0.005062,0.004369
27190,0.023323,0.018876
107803,0.001808,0.005105
209809,0.00687,0.003675
125380,0.016272,0.023362
182068,0.034171,0.049385
183754,0.018442,0.047439
176325,0.011933,0.016188
120476,0.00452,0.002335
88875,0.032182,0.057489
85870,0.009221,0.001856
45866,0.019707,0.021639
4603,0.001446,0.001885
120381,0.034713,0.060072
31000,0.009221,0.005311
71859,0.006328,0.001657
164680,0.049177,0.096237
166765,0.029109,0.023383
210124,0.011571,0.010314
53567,0.000723,0
32100,0.008859,0.012151
213173,0.003616,0.002862
76625,0.017357,0.010305
54076,0.017538,0.014476
180469,0.01591,0.038812
151135,0.000542,0
22896,0.018984,0.012534
40036,0.019346,0.01229
189881,0.011571,0.023948
217220,0.009221,0.012067
204358,0.014283,0.005003
93768,0.027843,0.058281
51584,0.009402,0.00583
43378,0.116615,0.184005
24654,0.011933,0.009598
104368,0.022419,0.017613
143765,0.002893,0.003148
124224,0.00235,0.000332
1872,0.023142,0.017952
182559,0.039233,0.05851
3205,0.003254,0.005389
127828,0.017899,0.024088
153394,0.00217,0.003166
109030,0.014826,0.016542
134050,0.016091,0.026018
27077,0.003435,0.011401
95683,0.00687,0.010756
153749,0.014283,0.017691
103643,0.044115,0.015542
67842,0.015187,0.008108
46453,0.035617,0.012995
219876,0.016634,0.025194
192141,0.00669,0.00356
89895,0.014645,0.037017
57167,0.005605,0.014465
27294,0.006509,0.007184
179008,0.013922,0.033994
177839,0.01573,0.043896
186607,0.026939,0.019699
154359,0.027843,0.028562
39085,0.000181,0
122689,0.018261,0.018772
41334,0.012114,0.016454
107207,0.005786,0.008005
103944,0.010486,0.00813
138274,0.026577,0.012317
144110,0.030193,0.044831
34374,0.018622,0.042206
163241,0.00669,0.007088
62027,0.004158,0.005375
98175,0.014102,0.015175
85123,0.007051,0.001322
68680,0.026758,0.040859
29451,0.01139,0.003634
90484,0.008498,0.003674
2853,0.001266,0.000808
58162,0.002531,0.003256
95469,0.047369,0.112013
199119,0.000542,0.001223
71759,0.014464,0.016895
174974,0.00669,0.006575
125689,0.016634,0.059515
82558,0.018984,0.047455
204436,0.004339,0.007209
61199,0.006147,0.010453
125189,0.008678,0.005982
185913,0.003978,0.007144
193738,0.012656,0.011169
178117,0.010306,0.006288
138621,0.018442,0.016016
8884,0.007413,0.009895
171506,0.025131,0.032684
116441,0.021334,0.01299
156178,0.026758,0.027684
156252,0.000723,0.00065
64791,0.047189,0.021556
166202,0.039233,0.035312
193565,0.017899,0.082066
217760,0.00217,0.006788
15397,0.022781,0.017511
201255,0.023323,0.020499
102674,0.002531,0.001133
48680,0.029289,0.061474
196052,0.051347,0.03528
87329,0.012837,0.014133
130461,0.006509,0.021063
213373,0.013018,0.045822
131408,0.029289,0.044187
47801,0.010306,0.004702
8278,0.05424,0.024312
67875,0.021515,0.011353
47072,0.00235,0.005428
123566,0.010667,0.02765
213078,0.013922,0.0107
23275,0.071416,0.02962
188583,0.00217,0.010139
193479,0.005243,0.002001
215336,0.064003,0.059729
31418,0.008859,0.005358
18830,0.024589,0.012468
50963,0.077744,0.080376
33595,0.007774,0.008511
115120,0.001085,0.001379
172057,0.023865,0.004559
118099,0.01808,0.047415
186148,0.023685,0.025263
195222,0.014464,0.00825
196980,0.013741,0.006864
155883,0.014826,0.052854
213561,0.003435,0.009848
66748,0.003074,0.003834
123021,0.003435,0.002554
177623,0.013741,0.008634
111081,0.005966,0.002611
103634,0.024408,0.032061
122478,0.001085,0.000888
67734,0.033086,0.045357
13529,0.013741,0.042577
21946,0.000181,0.001581
84664,0.062195,0.047007
12596,0.003797,0.003226
23223,0.000723,0
10831,0.013198,0.014101
26349,0.004158,0.002838
166710,0.006328,0.005829
152127,0.007232,0.00853
48429,0.012114,0.004555
