tracker_id,solo_Kills,solo_WalkDistance
113361,0.046827,0.057145
215245,0.030736,0.098219
142652,0.043392,0.122169
7960,0.045742,0.141579
174466,0.004158,0.005673
203749,0.026216,0.05881
106361,0.022419,0.05185
189339,0.007955,0.014987
94591,0.025673,0.054754
162574,0.048093,0.117722
213603,0.008317,0.012003
87697,0.023323,0.053935
12239,0.032363,0.038616
31554,0.038691,0.1144
194329,0.003435,0.007361
14587,0.058941,0.230891
147182,0.035437,0.063086
13449,0.026397,0.069647
209350,0.013741,0.03192
79923,0.154402,0.493571
15491,0.031459,0.034003
51416,0,0
111044,0.077744,0.186358
25103,0.001085,0.00209
145699,0.033267,0.11873
30414,0.050081,0.123168
53590,0.002893,0.003455
121387,0.0226,0.04559
47020,0.017718,0.034236
218273,0.032544,0.056085
12014,0.033267,0.057164
186991,0.026577,0.066971
11675,0.014645,0.07782
177107,0.011933,0.037226
65967,0.00217,0.003502
166336,0.010667,0.023617
1091,0.056771,0.066745
32218,0.021515,0.046251
114636,0.042307,0.052933
33993,0.005062,0.004451
191716,0.005243,0.006036
53080,0.037245,0.117688
174993,0.058941,0.122145
27620,0,0
13331,0.047912,0.056896
68262,0.033809,0.067814
11869,0.005424,0.005678
39066,0.073766,0.06607
152082,0.02025,0.02175
163833,0.071958,0.143764
2016,0.001085,0.000625
121720,0.020973,0.081532
60781,0.022419,0.078365
5435,0.005243,0.006954
9776,0.019707,0.054822
96983,0.003074,0.001276
130591,0.264328,0.528746
212975,0.033809,0.111835
95486,0.043573,0.087022
138960,0.013018,0.018345
27676,0.016814,0.018961
78576,0.009221,0.010145
99162,0.006147,0.015899
202968,0.007774,0.007
35565,0.014464,0.031434
145993,0.009763,0.018627
2128,0.011029,0.014141
87493,0.03164,0.080029
147470,0.011752,0.023304
176174,0.023504,0.061871
32068,0.001808,0.004182
148283,0.039233,0.075969
122431,0.023504,0.05916
180300,0.001446,0.00153
165362,0.026035,0.059358
15552,0.092569,0.158917
45389,0.089134,0.207377
49289,0.085518,0.312172
167474,0.008136,0.016225
80702,0.013379,0.022191
101004,0.003254,0.004984
80826,0.027481,0.042091
150086,0.001627,0.002032
86072,0.030555,0.067042
59159,0.130175,0.205866
104900,0.013379,0.028635
489,0.047369,0.110042
47659,0.034171,0.075333
34285,0.030013,0.106683
12923,0.114627,0.25456
19743,0.008136,0.012358
127159,0.001266,0.00616
137413,0.036702,0.058567
174849,0.004701,0.00562
97775,0.014645,0.016136
98458,0.098716,0.107303
93858,0.016091,0.037486
138078,0.001627,0.000792
135854,0.018261,0.037098
54205,0.017176,0.025202
103382,0.001808,0.005146
89329,0.080817,0.204709
48570,0.005605,0.006643
128237,0.001627,0.00819
63053,0.03399,0.036914
142951,0.011029,0.024487
140536,0.005605,0.004469
175914,0.00235,0.005813
131252,0.1177,0.222552
35870,0.002893,0.006203
88805,0.000542,0.001567
88813,0.010306,0.024033
217841,0.031097,0.074605
6431,0.008317,0.024266
66919,0.039776,0.075313
204141,0.009944,0.009175
34858,0.078828,0.132266
46220,0.035798,0.055877
71816,0.030555,0.08726
139678,0.021877,0.058675
170285,0.022057,0.046581
11532,0.01356,0.01201
54247,0.014645,0.014646
35853,0.020611,0.036805
65341,0.014645,0.028013
214246,0.004701,0.006209
35098,0.030013,0.093237
165995,0.019707,0.070947
170531,0.010125,0.0343
92496,0.026758,0.086353
66471,0.002712,0.002332
40559,0.03616,0.04996
201949,0.022057,0.032804
112106,0.001808,0.005595
109604,0.023142,0.058104
19013,0.013198,0.02526
47088,0.02712,0.054917
5755,0.015549,0.026357
44417,0.055867,0.079445
91960,0.045381,0.109415
14807,0.000362,0.002569
77518,0.041403,0.090819
174162,0.008859,0.036975
154144,0.073404,0.109398
204115,0.020069,0.048098
159030,0.008859,0.005043
61449,0.003254,0.012225
139076,0.02025,0.04244
21802,0.028024,0.027751
181379,0.048816,0.138069
6893,0.024769,0.038046
46907,0.105406,0.258779
17636,0.059845,0.161693
146528,0.001266,0.004604
105044,0.008136,0.020803
36013,0.015006,0.012488
54085,0.017357,0.01868
102758,0.020973,0.033924
117488,0.022238,0.061067
68610,0.099259,0.128437
137322,0.037425,0.09224
161583,0.010125,0.014152
126672,0.00904,0.006534
140811,0.015006,0.025006
158776,0.050805,0.106183
82403,0.012114,0.025067
145123,0.045019,0.079686
153852,0.041584,0.091258
201592,0.016091,0.024502
127328,0.008498,0.009233
12604,0.018803,0.094783
75117,0.016272,0.01396
180641,0.036341,0.106881
58708,0.109383,0.103999
79870,0.013741,0.01863
214651,0.023685,0.021213
193899,0.032544,0.086918
43290,0.037606,0.078851
45935,0.079732,0.102555
84712,0.017538,0.027414
176425,0.003978,0.005573
43474,0.021696,0.043714
70255,0.059845,0.207129
30288,0,0
135841,0.004882,0.008172
6595,0.029832,0.042077
102071,0.029289,0.05017
128584,0.016814,0.032631
13128,0.057494,0.054285
79538,0.001989,0.003622
164441,0.056409,0.109293
210875,0.019888,0.124748
54657,0.081179,0.123638
97539,0.019346,0.05163
162653,0.00904,0.01326
9332,0.024046,0.05497
214047,0.08154,0.190198
136125,0.00235,0.006931
11540,0.318026,0.245315
53972,0.033809,0.054275
117537,0.008498,0.023326
158697,0.047189,0.126237
22948,0.001627,0.001078
74387,0.004882,0.006943
48894,0.020792,0.032981
12838,0.018442,0.026386
79786,0.033086,0.076471
11503,0.061653,0.069536
150887,0.032725,0.07865
44798,0.023323,0.03718
127649,0.025854,0.019113
114953,0.044296,0.064579
163573,0.022238,0.072181
139253,0.173025,0.219109
188559,0.02947,0.054659
9709,0.008498,0.01166
143601,0.000542,0.001309
157118,0.000904,0.000461
98796,0.004882,0.002818
211560,0.015187,0.037683
90845,0.020611,0.06067
130505,0.016453,0.044778
45597,0.013922,0.02463
97408,0.020069,0.039718
198932,0.02025,0.060258
120063,0.03164,0.112624
27069,0.076478,0.144789
159078,0.019526,0.065684
192227,0.020069,0.051122
18153,0.018261,0.100353
185816,0.008859,0.015466
123892,0.018442,0.077362
14263,0.00235,0.0025
19411,0.022057,0.020797
171641,0.01573,0.026831
27227,0.010486,0.00644
187904,0.009402,0.028416
103169,0.021696,0.040724
207721,0.001085,0.002628
66194,0.046827,0.069507
101463,0.011571,0.026171
172597,0.008678,0.021461
159460,0.005062,0.006949
90493,0.015187,0.037431
61835,0.007774,0.008693
181621,0.073043,0.15486
128337,0.009221,0.025478
78391,0.031459,0.10824
61060,0.01808,0.029604
184677,0.069608,0.085686
46682,0,0
40393,0.015187,0.018579
26249,0.010486,0.02439
46818,0.046646,0.137776
190373,0.011029,0.023538
196571,0.005424,0.01691
69962,0.024408,0.174364
94823,0.022781,0.055865
38044,0.080817,0.140112
38827,0.059121,0.130785
57019,0.022419,0.042186
181210,0.003616,0.016201
13413,0.004701,0.009333
119,0.126379,0.134124
83012,0.003797,0.006692
49209,0.028205,0.071937
107628,0.046646,0.068105
34413,0.060206,0.023413
187971,0.01808,0.027086
63931,0.004339,0.021764
158675,0.110468,0.189785
158785,0.034352,0.056608
54028,0.018803,0.042819
185130,0.065268,0.148029
2155,0.001989,0.00299
39670,0.012475,0.033803
125756,0.039053,0.049074
114843,0.026216,0.053839
30255,0.133068,0.207898
4701,0.03164,0.049704
137107,0.030013,0.07907
85008,0.050443,0.125069
7485,0.050443,0.063318
115568,0.011029,0.016121
10207,0.035979,0.052974
26619,0.021515,0.032146
97529,0.00452,0.012406
82769,0.03164,0.041654
112259,0.021153,0.024547
59917,0.01356,0.018409
139608,0.015006,0.035597
48369,0.073043,0.119931
113308,0.010848,0.026175
126431,0.074128,0.107737
1435,0.130899,0.112611
185575,0.055144,0.073863
86203,0.019707,0.018087
91186,0.017538,0.021558
19876,0.010848,0.037433
84533,0.027301,0.039473
9582,0.004882,0.008541
19608,0.175918,0.236062
79296,0.001446,0.002957
71313,0.034171,0.091317
90272,0.054963,0.093081
176596,0.058941,0.098938
50035,0.017176,0.046599
7019,0.062556,0.105639
199428,0.065268,0.115465
6387,0.008136,0.011306
163865,0.02025,0.054405
100642,0.030736,0.111885
133591,0.04755,0.157468
42334,0.020973,0.040085
95880,0.094377,0.237798
24734,0.056771,0.175925
110896,0.008136,0.018925
201962,0.010306,0.044436
124025,0.003616,0.005056
47626,0.044838,0.102358
31451,0.079552,0.110303
160944,0.022419,0.060908
208699,0.010848,0.080593
105900,0.009763,0.022765
169646,0.042307,0.07293
45987,0.045381,0.074191
98504,0.0226,0.045552
147960,0.009763,0.011752
143804,0.014102,0.027403
145676,0.007413,0.023742
67009,0.000362,0.00064
33717,0.007051,0.011351
19934,0.012114,0.031332
22219,0.041041,0.096346
206483,0.000904,0.000925
211935,0.024408,0.06383
162603,0.017718,0.049791
107823,0.000723,0.00177
12875,0.013018,0.021034
159574,0.026216,0.0405
177427,0.029832,0.038321
73820,0.02712,0.059569
29875,0.061653,0.183268
218368,0.036341,0.099662
20034,0.012475,0.023524
155736,0.008317,0.009662
201339,0.024769,0.079332
129017,0.000904,0.003044
214142,0.003435,0.009314
168522,0.028385,0.074801
45246,0.011029,0.032105
169612,0.012114,0.021043
16713,0.007051,0.007335
46822,0.006328,0.007704
23755,0.00669,0.046252
21861,0.001266,0.00433
125410,0.021515,0.088966
131652,0.02495,0.091827
38133,0.046827,0.095115
15785,0.012475,0.076162
170458,0.018442,0.016702
16032,0.035617,0.045544
214672,0.049177,0.076329
152030,0.014464,0.034628
157093,0.003435,0.00389
170200,0.016272,0.020104
101498,0.050262,0.143677
211453,0.039595,0.123247
172809,0.005424,0.018081
165378,0.023142,0.051532
54773,0.110468,0.330949
17341,0.023142,0.078681
47772,0.01121,0.020875
163752,0.018261,0.064502
15351,0.009944,0.029937
50763,0.026216,0.029737
52305,0.042488,0.065398
154865,0.004882,0.009505
28044,0.007594,0.020133
14365,0.016272,0.037281
89151,0.011752,0.017603
186065,0.026939,0.04729
13203,0.001989,0.003235
108409,0.073585,0.134478
78113,0.020792,0.060773
216225,0.019526,0.053456
170188,0.002893,0.008898
42021,0.014826,0.093881
208076,0.012475,0.031088
135566,0.084072,0.145971
151083,0.014464,0.020284
131334,0.005605,0.0071
38377,0.026758,0.184809
209084,0.016995,0.086918
53941,0.013198,0.034563
168995,0.000362,0.000558
137230,0.022238,0.051637
44805,0.027481,0.089816
137100,0.090219,0.184092
183872,0.019346,0.065283
15868,0.083348,0.191923
59980,0.01356,0.034672
21514,0.004882,0.0155
68274,0.068342,0.069677
54427,0.021877,0.089976
7492,0.049358,0.039276
208129,0.062376,0.150486
133529,0.017357,0.047757
22985,0.078467,0.139872
202620,0.075393,0.139845
195685,0.002531,0.004416
64510,0.057313,0.090469
3912,0.024769,0.072442
91234,0.019888,0.074785
49584,0.008678,0.022712
2912,0.025312,0.025364
24530,0.051166,0.085167
35320,0.015549,0.025302
7668,0.010848,0.011379
153538,0.016453,0.03164
172931,0.018261,0.07108
16106,0.016814,0.023974
14044,0.008859,0.031302
111254,0.01121,0.016727
151176,0.01121,0.01727
21249,0.299946,0.284235
71170,0.042849,0.141242
8093,0.052432,0.059504
45650,0.032544,0.079082
25629,0.014826,0.017451
5537,0.001266,0.001194
69772,0.003435,0.007233
23080,0.012114,0.016717
84900,0,0.001607
175277,0.010306,0.012768
213196,0.041945,0.119748
105215,0.048273,0.041808
164380,0.005243,0.009778
60785,0.002531,0.0101
121079,0.053155,0.099977
65138,0.005424,0.005727
217222,0.016091,0.019842
18163,0.056952,0.094785
20120,0.034533,0.077178
132513,0.063099,0.119544
186704,0.032725,0.081691
17016,0.004158,0.011959
101264,0.022057,0.045418
42419,0.04068,0.025094
21308,0.030555,0.098498
30580,0.080998,0.158875
214548,0.007051,0.029522
146860,0.134876,0.418659
90814,0.001989,0.001652
105231,0.012114,0.022688
98131,0.000542,0.003592
199000,0.011933,0.031348
131813,0.006147,0.011264
216301,0.017357,0.038485
177615,0.033809,0.104202
27005,0.042307,0.084265
11916,0.023142,0.043916
130537,0.016634,0.04083
5648,0.019888,0.017823
10719,0.008859,0.010295
195392,0.011571,0.016685
90577,0.008317,0.011813
90221,0.016995,0.015195
175276,0.012656,0.032583
131489,0.051528,0.08468
187815,0.056229,0.171913
79259,0.025131,0.107971
78584,0.007955,0.010378
103431,0.026939,0.066801
9372,0.010667,0.021781
214304,0.035256,0.056296
50838,0.046827,0.076109
197658,0.027481,0.067414
199421,0.011571,0.037617
49693,0.001085,0.001116
152451,0.020069,0.049938
142113,0.051347,0.180017
87149,0.012475,0.038787
27357,0.067076,0.087024
107477,0.057856,0.187015
114799,0.010306,0.022603
118525,0.04303,0.107594
209239,0.008859,0.013785
4529,0.213524,0.152101
212113,0.028205,0.065608
119128,0.023685,0.075155
65694,0.038872,0.042492
104177,0.017357,0.027001
155257,0.017538,0.025653
148184,0.096908,0.176607
5423,0.078467,0.073412
212921,0.033629,0.110679
210842,0.038691,0.076862
18743,0.060929,0.057355
175993,0.008498,0.014747
132659,0.001446,0.004203
15997,0.023323,0.028
167770,0.042488,0.134105
17528,0.013018,0.014183
43353,0.028205,0.122201
180107,0.007413,0.005081
51450,0.010125,0.022733
78048,0.012656,0.016519
16901,0.070873,0.158462
167486,0.009221,0.020077
186452,0.001446,0.008755
22560,0.062918,0.089249
67891,0.03616,0.029105
49716,0.003435,0.002423
190216,0.046104,0.196565
210164,0.007413,0.010445
199586,0.033448,0.033467
6442,0.001808,0.002501
121866,0.107033,0.127746
212117,0.077924,0.149107
68550,0.036702,0.064521
176594,0.01808,0.029321
131521,0.021153,0.04837
190680,0.013198,0.027136
135838,0.01573,0.031858
186823,0.024589,0.085404
45966,0.054963,0.069056
214687,0.07684,0.228438
14384,0.005786,0.014733
118070,0.008317,0.014302
8095,0.002531,0.004963
195939,0.036341,0.065614
15337,0.022961,0.035467
59949,0.00235,0.009678
109783,0.01591,0.031301
42437,0.016091,0.039239
178865,0.00217,0.001282
136354,0.012114,0.018001
138542,0.018442,0.035158
30953,0.066715,0.082142
4655,0.004339,0.004309
148815,0.073043,0.119564
187313,0.023865,0.136259
159884,0.001266,0.004121
174965,0.039957,0.162288
64287,0.057133,0.08282
66133,0.082987,0.065642
30278,0,0
30514,0.001989,0.003554
51232,0.028024,0.104032
119570,0.002893,0.00321
133244,0.064364,0.174668
21555,0.011029,0.010895
192347,0.051528,0.103175
30937,0.018984,0.02537
13245,0.007051,0.013432
1181,0.08823,0.122709
110897,0.042126,0.069503
45732,0.006147,0.007566
30258,0.014283,0.016619
120846,0.008498,0.017131
168447,0.006328,0.013002
136341,0.018803,0.100165
30488,0.070873,0.160782
164108,0.018442,0.025371
73612,0.009763,0.016737
98374,0.003435,0.005029
214343,0.001085,0.006032
211889,0.001085,0.004449
97645,0.015368,0.020096
50110,0.025131,0.070934
209347,0.009221,0.021294
8653,0.014102,0.025537
25625,0.009944,0.019295
162362,0.001085,0.001876
143318,0.012837,0.018762
21376,0.007594,0.004901
183094,0.012475,0.043772
212807,0.013198,0.026017
146680,0.044115,0.076641
6773,0.001085,0.004807
44106,0.013922,0.023816
102391,0.016272,0.034749
49176,0.013922,0.039282
88163,0.015549,0.052813
208825,0.034171,0.078631
19311,0.033267,0.043608
196030,0.040861,0.075176
164116,0.09962,0.272708
27216,0.015006,0.045142
14380,0.07919,0.198446
17517,0.016272,0.02959
176969,0.024769,0.026928
17269,0.03164,0.142959
180633,0.021696,0.067016
9310,0.009763,0.010036
32271,0.010848,0.016496
168392,0.001085,0.000623
214199,0.069969,0.099156
36651,0.056409,0.122479
198545,0.013018,0.03347
128404,0.011571,0.011594
14943,0.008859,0.014919
34924,0.039595,0.060229
147379,0.014826,0.028123
186620,0.039776,0.079887
159865,0.00669,0.010058
53322,0.022238,0.063449
170692,0.003254,0.003235
91076,0.014464,0.017382
146021,0.010125,0.015521
99433,0.022419,0.037607
26633,0.01591,0.02764
114250,0.014102,0.060762
67436,0.005786,0.010151
969,0.010486,0.017698
34447,0.005966,0.011153
32063,0.008498,0.019481
97546,0.05659,0.075717
22776,0.048454,0.149956
34437,0.048635,0.141714
135274,0.084433,0.170173
3568,0.010667,0.005366
817,0.006147,0.008703
26891,0.007594,0.014042
74620,0,0
11909,0.122401,0.121853
106937,0.00669,0.008086
70206,0.00904,0.022348
186493,0.057494,0.076349
209404,0.018261,0.036002
189669,0.086241,0.209574
24253,0.000723,0.001194
31537,0.043211,0.110614
47033,0.021153,0.040723
20284,0.009582,0.047746
26762,0.01139,0.014513
15672,0.007774,0.020824
12942,0.005062,0.011896
35855,0.017899,0.289534
96854,0.058398,0.115984
200508,0.050262,0.239448
112089,0.096728,0.15283
205220,0.022781,0.058
141485,0.014464,0.026907
9157,0.022057,0.079687
177281,0.017899,0.030225
189858,0.047008,0.068636
94028,0.012114,0.033968
120024,0.03399,0.031546
161,0.054421,0.04906
209141,0.041945,0.054856
2262,0.004882,0.003145
90678,0.012656,0.02914
139219,0.003435,0.005562
54282,0.019346,0.053749
120241,0.00687,0.014501
49589,0.008136,0.008297
3235,0.033086,0.141342
144923,0.015006,0.059301
170398,0.00904,0.013554
64002,0.030736,0.03613
131385,0.001989,0.001214
37246,0.017357,0.018861
186042,0.02043,0.037149
47335,0.003435,0.001976
31202,0.028747,0.062594
105191,0.015006,0.026813
30420,0.006147,0.009944
21559,0.004882,0.01025
50817,0.014826,0.031594
95217,0.012294,0.015152
53669,0.029651,0.048925
8032,0.015368,0.039385
54419,0.000181,0.001642
29304,0.003616,0.004926
20485,0.028747,0.048476
163808,0.007774,0.025601
132156,0.041945,0.094027
70640,0.001085,0.003466
182550,0.089676,0.444391
112261,0.001266,0.00105
155366,0.048997,0.079318
142186,0.042849,0.080732
119515,0.001446,0.006456
112534,0.091665,0.221837
4789,0.015549,0.025192
207258,0.006147,0.007393
130729,0.05207,0.097968
13648,0.044296,0.148836
16329,0.053336,0.081341
209219,0.017718,0.044522
174243,0.013922,0.041565
8422,0.000723,0.001922
159642,0.008859,0.02268
177378,0.073043,0.245755
158994,0.037787,0.070073
166230,0.01121,0.032886
35251,0.016272,0.027221
86071,0.018803,0.03031
32123,0.02025,0.050442
115962,0.087145,0.255028
72187,0.01121,0.017395
128024,0.012114,0.029311
99513,0.046827,0.102674
146080,0.015549,0.027937
208396,0.029651,0.046906
72067,0.021696,0.01692
186908,0.01573,0.033611
181302,0.004882,0.01577
66869,0.016091,0.018223
16007,0.016814,0.057315
106583,0.030736,0.1053
43279,0.039595,0.068926
3983,0.001446,0.001163
48669,0.03399,0.064987
11342,0.032001,0.020888
114868,0.01573,0.042449
149596,0.001266,0.003979
190108,0.017899,0.071676
99982,0.02043,0.02722
98062,0.000723,0.00216
218955,0.053155,0.232262
18228,0.116073,0.197397
116694,0.023685,0.057813
13948,0.025312,0.054504
72304,0.114807,0.202132
18307,0.02025,0.054295
160508,0.030013,0.072082
19236,0.030013,0.033721
148589,0.001446,0.003293
113928,0.021334,0.057927
124314,0.000362,0.000267
42134,0.011933,0.011812
3020,0.041403,0.061844
108845,0.005243,0.006847
109022,0.013741,0.016308
30986,0.051166,0.048736
210413,0.002531,0.003833
8650,0.021515,0.022173
18730,0.000723,0.005828
48901,0.00669,0.005852
26830,0.005786,0.007662
34834,0.021153,0.030572
133341,0.05207,0.110483
131037,0.02043,0.021912
20433,0.069427,0.109686
93653,0.006328,0.017219
64407,0.080998,0.09746
129534,0.015549,0.029556
168432,0.033809,0.031004
92124,0.005424,0.013481
16766,0.013198,0.03131
153386,0.001808,0.009631
79055,0.014645,0.011609
20432,0.100705,0.185418
34987,0.019526,0.023044
145714,0,0.000042
16100,0.008678,0.011378
117448,0.001989,0.004429
209664,0.026035,0.078844
18065,0.001989,0.000596
27601,0.010486,0.016352
211907,0.029109,0.046924
125305,0.016453,0.054056
34291,0.01591,0.049874
209525,0.090761,0.109802
199144,0.027301,0.075248
21856,0.03851,0.09677
118259,0.015549,0.021754
203920,0.025673,0.097736
173047,0.017718,0.045503
130973,0.099982,0.216778
35030,0.004158,0.007041
45684,0.03164,0.110732
50475,0.041584,0.07958
23516,0.024769,0.045777
30456,0.04303,0.034576
59102,0.01356,0.021843
19957,0.054421,0.093653
46878,0.01808,0.050021
126692,0.01356,0.035396
47327,0.008859,0.018981
99925,0.022961,0.059971
22324,0.008678,0.006734
46867,0.018261,0.042537
124701,0.000362,0.000338
54271,0.017176,0.063597
137935,0.005605,0.006121
91791,0.019526,0.03793
31630,0.005605,0.005567
47341,0.020973,0.049978
54272,0.004158,0.003555
209205,0.016634,0.056237
176608,0.013018,0.022954
45108,0.064003,0.244973
128503,0.042126,0.06475
186630,0.041765,0.147927
179071,0.010848,0.024121
79338,0.000542,0.00162
116869,0.033086,0.057422
14524,0.001446,0.004825
23559,0.014826,0.039024
174050,0.044296,0.111076
21112,0.03164,0.086914
11008,0.017718,0.019457
125682,0.055686,0.129702
18539,0.017718,0.050086
216832,0.016814,0.04737
42964,0.018622,0.044333
29936,0.022961,0.091093
15820,0.036702,0.135637
28279,0.010306,0.015126
124228,0.026216,0.038251
203721,0.044477,0.117214
171010,0.044296,0.146243
198118,0.078286,0.12368
218842,0.009221,0.022707
7571,0.098897,0.136022
46418,0.003435,0.012801
73267,0.020611,0.02991
124255,0.060929,0.087674
649,0.005786,0.011144
18522,0.001266,0.008069
212339,0.022961,0.078932
172019,0.02495,0.125414
162798,0.175737,0.210775
214248,0.001808,0.00251
212261,0.025493,0.064598
77658,0.000362,0.001168
152751,0.004882,0.007638
173764,0.001266,0.003279
153038,0.009763,0.016172
120808,0.016453,0.12039
17342,0.000904,0.000469
180797,0.028928,0.073785
1787,0.062556,0.133153
48171,0.027843,0.045464
16274,0.007051,0.019732
125409,0.037787,0.100791
137556,0.092208,0.234147
12052,0.114807,0.140568
213214,0.069246,0.187007
141100,0.045742,0.043533
142171,0.028747,0.053779
175698,0.032182,0.093041
127968,0.088772,0.150079
30329,0.022057,0.028354
33427,0.105406,0.106711
80489,0.030013,0.014728
69214,0.009582,0.013091
4344,0.053155,0.110205
152318,0.024769,0.037438
156145,0.007051,0.006429
214033,0.044838,0.123982
37044,0.009221,0.020505
118717,0.001808,0.003729
181460,0.024046,0.069422
202959,0.009944,0.013286
188855,0.012656,0.017183
176158,0.001446,0.013075
164440,0.020611,0.051234
105036,0.015187,0.047644
31878,0.035075,0.088866
105796,0.189116,0.350205
163118,0.01121,0.022974
112837,0.028928,0.046509
184475,0.008317,0.031088
46128,0.014826,0.028942
166666,0.05424,0.101053
126580,0.029832,0.040695
67520,0.009763,0.045654
215468,0.024589,0.050839
70781,0.001989,0.002336
91563,0.039233,0.147233
42467,0.157476,0.278147
7655,0.004701,0.002448
144208,0.004158,0.017753
90558,0.029109,0.049733
52983,0.075936,0.096406
207531,0.018261,0.037508
195372,0.026035,0.044196
116368,0.017357,0.058703
71378,0.024769,0.097545
136694,0.01139,0.021572
25091,0.024227,0.038859
78055,0.016453,0.035527
23494,0.02712,0.068993
19574,0.032182,0.132754
39000,0.001266,0.004217
140511,0.016995,0.031
203535,0.014645,0.029479
24432,0.019888,0.031798
80499,0.023685,0.076132
5584,0,0.00004
151867,0.039957,0.049251
185754,0.015549,0.035555
70665,0.046827,0.071484
164470,0.034352,0.033148
83312,0.039776,0.055347
156433,0.003797,0.004853
4468,0.001627,0.001692
117737,0.034713,0.047684
27217,0.002893,0.00355
180117,0.044296,0.090525
184350,0.000904,0.001663
44864,0.000362,0.000546
190896,0.003797,0.005698
177256,0.00217,0.005583
104328,0.030736,0.091182
38524,0.041584,0.056949
65092,0.022781,0.068281
124200,0.030555,0.049165
69056,0.00669,0.009073
112525,0.032905,0.103458
12733,0.040861,0.05694
17403,0.026758,0.061728
45447,0.028928,0.079375
93774,0.012837,0.030686
64280,0.037064,0.084896
55503,0.021334,0.053645
67698,0.108841,0.160751
190688,0.020611,0.034092
14934,0.010125,0.025469
115414,0.000181,0.000185
32907,0.019165,0.047068
182119,0.026397,0.044562
93618,0.001085,0.001252
201806,0.007232,0.009834
101280,0.166697,0.168772
107705,0.032544,0.078788
13144,0.017357,0.037335
53171,0.080094,0.139718
132726,0.025312,0.030043
218516,0.020792,0.049446
51586,0.022419,0.078299
38004,0.034352,0.024509
32917,0.061291,0.172621
59779,0.002893,0.010673
150765,0.007232,0.014315
47803,0.028747,0.046399
80740,0.013198,0.018833
21521,0.007594,0.015704
17908,0.012837,0.015984
3786,0.084252,0.115468
118700,0.042307,0.083925
181429,0.008859,0.027341
41710,0.020611,0.049424
97612,0.013741,0.026458
129893,0.099982,0.162225
100273,0.008678,0.007642
79096,0.030374,0.064648
209514,0.016814,0.031049
191284,0.041403,0.05053
53516,0.062195,0.06258
213081,0.006328,0.004951
39408,0.001989,0.00206
210206,0.060387,0.154957
94493,0.042669,0.058289
160923,0.028747,0.052079
173859,0.027662,0.04507
117915,0.007413,0.010157
17896,0.052793,0.150549
19119,0.085337,0.234602
172093,0.009221,0.032266
133695,0.025854,0.069438
11940,0.031278,0.067823
195384,0.014283,0.018448
159321,0.003616,0.008065
207163,0.046827,0.340171
36599,0.004158,0.006416
118792,0.018803,0.032548
103277,0.055686,0.21454
15007,0.001808,0.004763
206218,0.019888,0.058569
48097,0.007413,0.046394
115111,0.001989,0.003817
206454,0.001627,0.000766
29313,0.025312,0.061527
53561,0.042126,0.080714
133254,0.0226,0.079126
109074,0.028566,0.076202
128096,0.08371,0.124101
63840,0.046104,0.083254
51286,0.028928,0.039032
33497,0.056409,0.060127
115313,0.000181,0.000583
114951,0.042849,0.171728
214270,0.025131,0.047834
44338,0.009582,0.014072
29279,0.002712,0.005482
47435,0.055144,0.106535
17763,0.027481,0.091064
36266,0.018442,0.025525
205992,0.057675,0.065108
101628,0.032725,0.111297
138797,0.014102,0.018315
13830,0.025493,0.063877
12580,0.02025,0.02876
48831,0.001808,0.001891
35589,0.064184,0.153314
99861,0.024227,0.052565
17571,0.006147,0.011035
40510,0.018442,0.059877
33558,0.068704,0.093627
111657,0.020973,0.030129
86166,0.033809,0.072195
111022,0.017899,0.022286
99933,0.019888,0.300271
46253,0.209546,0.3083
88225,0.053155,0.106121
209318,0.003797,0.005968
7583,0.009221,0.015499
214538,0.010486,0.014996
5232,0.018622,0.039806
12061,0.00235,0.004962
177650,0.00217,0.009548
8143,0.01808,0.035629
161187,0.085156,0.149692
96553,0.016091,0.041664
53957,0.015187,0.026212
144996,0.006509,0.012186
13957,0.030555,0.052107
150085,0.045019,0.091934
194281,0.001266,0.002838
214669,0.010486,0.027011
71788,0.005243,0.008378
49582,0.020973,0.053918
127811,0.010125,0.024734
20787,0.018622,0.1107
106923,0.113542,0.267161
34066,0.00687,0.015076
143756,0.019707,0.016835
3308,0.041765,0.120771
180694,0.016091,0.044717
147597,0.015187,0.047723
39796,0.030917,0.069303
137727,0.035075,0.111434
79455,0.010848,0.010851
27952,0.012837,0.015919
5849,0.054963,0.101244
175563,0.009221,0.018393
157807,0.036702,0.088463
154744,0.007594,0.012278
67584,0.066534,0.115221
171011,0.023142,0.120993
213722,0.006328,0.007407
14466,0.040861,0.108932
182060,0.006147,0.009946
45755,0.035075,0.03731
63784,0.016453,0.018608
42712,0.017538,0.021494
118921,0.019346,0.050567
14985,0.00669,0.012773
91958,0.044115,0.079864
22831,0.049539,0.084544
196018,0.029289,0.028244
99483,0.006147,0.004338
155093,0.01121,0.024274
203746,0.025854,0.064364
163047,0.003254,0.00791
19730,0.010306,0.019879
13733,0,0.000505
30997,0.026758,0.030886
105751,0.039776,0.059967
146188,0.316398,0.480191
121420,0.029651,0.072726
21456,0.011933,0.018471
126892,0.005062,0.007402
115887,0.024408,0.050601
31259,0.004158,0.005067
33292,0.001085,0.00207
99737,0.06328,0.141706
212744,0.02495,0.033293
99817,0.011571,0.00963
85693,0.008317,0.013526
54616,0.045742,0.09542
52016,0.008678,0.023108
14804,0.009221,0.020439
