tracker_id,solo_Kills,solo_WalkDistance
55440,0.101609,0.12361
94436,0.020611,0.056253
131568,0.011752,0.029328
13054,0.008317,0.005648
15648,0.000723,0.00113
159438,0.053336,0.098062
154460,0.072862,0.148786
6361,0.003074,0.003388
154843,0.044657,0.241674
26684,0.038329,0.052095
113515,0.084433,0.140639
6923,0.054601,0.058872
93761,0.037606,0.042088
4331,0.01573,0.017211
50581,0.003435,0.004621
12586,0.007955,0.015412
37491,0.044477,0.045532
129410,0.0226,0.033832
7227,0.012475,0.014268
63556,0.036341,0.089092
42436,0.140662,0.17223
127209,0.00217,0.001712
12912,0.113723,0.093199
209237,0.033267,0.075734
2768,0.044296,0.062909
90348,0.052251,0.065849
172372,0.01139,0.022235
15432,0.003074,0.002365
28435,0.003435,0.003887
3125,0.015187,0.023356
18921,0.016091,0.025939
53676,0.18333,0.160632
3149,0.010667,0.013849
193906,0.005424,0.007164
54067,0.018622,0.019981
133070,0.01356,0.019273
205630,0,0.000112
51487,0.00452,0.007979
24644,0.056952,0.148304
8658,0.00687,0.007119
52949,0.007774,0.013812
38459,0.099259,0.159369
209725,0.049177,0.189423
15363,0.021515,0.016273
12666,0.009763,0.01255
104283,0.006147,0.017175
42643,0.002712,0.002955
26692,0.128729,0.211561
122707,0.011752,0.035541
174685,0.186766,0.381018
102623,0.001085,0.001723
9149,0.022781,0.06707
29925,0.019346,0.023425
46091,0.127102,0.16237
45701,0.022238,0.02793
21144,0.030374,0.080564
24085,0.045561,0.119887
14613,0.1403,0.365515
29472,0.038329,0.059123
51134,0.026216,0.015999
20427,0.048273,0.146706
35209,0.013379,0.020694
6495,0.025854,0.060063
22812,0.007232,0.011139
205162,0.043573,0.098971
41426,0.028747,0.041173
209712,0.033267,0.083924
188597,0.012837,0.025977
33379,0.044838,0.178872
118869,0.272464,0.561867
16603,0.063099,0.132809
193788,0.01573,0.021889
35514,0.060929,0.128526
97530,0.022961,0.029945
6054,0.000723,0.000545
95376,0.021877,0.025635
23441,0.005786,0.006395
8399,0.016814,0.030558
109238,0.001085,0.002447
1518,0.007232,0.011912
27542,0.074128,0.379939
12245,0.033809,0.041794
7844,0.001989,0.002254
149903,0.013741,0.037718
39675,0.136323,0.175534
1194,0.189297,0.293119
72769,0.097451,0.140353
12328,0.010667,0.017006
18124,0.004882,0.007719
8717,0.027662,0.066896
14628,0.075755,0.235359
29303,0.141385,0.166745
3428,0.218767,0.26528
9168,0.065449,0.099139
210805,0.014283,0.024662
6458,0.0226,0.070487
149284,0.01573,0.04524
51215,0.037245,0.058881
122430,0.011029,0.01991
75023,0.088592,0.223958
50155,0.031278,0.04341
21896,0.009221,0.019748
124454,0.019165,0.047115
78882,0.01139,0.01112
170122,0.033809,0.047424
15536,0.003797,0.002493
4094,0,0.000836
30728,0.018622,0.070878
112625,0.1177,0.220918
6383,0.016634,0.033496
185251,0.036702,0.022248
98953,0.026216,0.038064
28899,0.126198,0.218961
31838,0.149702,0.213561
19197,0.040137,0.102573
98868,0.016814,0.017943
9707,0.000904,0.000433
109443,0.015549,0.046577
111238,0.212439,0.273914
8254,0.010667,0.011686
76508,0.007232,0.024462
90062,0.014102,0.013175
92533,0.02495,0.04868
26453,0.071054,0.127418
14148,0.00687,0.005058
43546,0.070512,0.074891
1429,0.117339,0.218856
158203,0.034533,0.117129
18833,0.013741,0.025923
18081,0.024227,0.036146
47837,0.021515,0.024699
1269,0.012294,0.01514
3396,0.007774,0.005074
65352,0.036341,0.082171
14826,0.013018,0.010954
119762,0.001808,0.001685
7120,0.02043,0.018073
13417,0.00217,0.00552
71715,0.009221,0.02572
30123,0.014102,0.017208
12353,0.021515,0.035425
9070,0.050081,0.128108
46942,0.024589,0.038686
45976,0.012656,0.023422
20739,0.044115,0.054296
172104,0.012114,0.020976
202288,0.037064,0.063925
81085,0.001085,0.000973
49389,0.03616,0.107036
208013,0.04972,0.139396
6718,0.001808,0.00013
176343,0.047912,0.309639
85766,0.006509,0.008094
770,0.005424,0.014651
45808,0.011571,0.025972
122783,0.041945,0.069838
1638,0.016091,0.020753
47550,0.005786,0.013014
33009,0.113903,0.149051
23938,0.101609,0.262093
9238,0.016634,0.014069
12297,0.019888,0.066261
13722,0.01356,0.030267
60445,0.013922,0.018829
15320,0.021877,0.024954
22773,0.064726,0.376466
12251,0.01356,0.008581
6078,0.024408,0.022355
16696,0.061833,0.061597
54187,0.004339,0.012122
44743,0.222745,0.33677
10399,0.022961,0.022539
198570,0.070873,0.199962
49127,0.008136,0.009471
19623,0.023685,0.036594
103356,0.005243,0.014855
15876,0.004882,0.007868
146874,0.037245,0.081463
16631,0.021877,0.019727
8596,0.075936,0.158244
23347,0.000362,0.000488
14146,0.046827,0.059487
49269,0.064184,0.097984
29315,0.017899,0.021666
13467,0.000904,0.00133
212939,0.027843,0.119395
46546,0.003797,0.011275
91029,0.045561,0.076025
31871,0.008136,0.020836
111032,0.036341,0.038124
114766,0.009582,0.017122
107599,0.010667,0.029599
47235,0.016995,0.014691
137809,0.003074,0.002343
8407,0.122943,0.223924
103194,0.036341,0.073493
24448,0.012656,0.013375
8059,0.0226,0.046485
167607,0.018622,0.021044
3127,0.000542,0.001398
15947,0.030374,0.049958
6886,0.036521,0.052185
53926,0.011752,0.016681
145816,0.02495,0.042311
7255,0.024408,0.041884
12758,0.040499,0.048032
188961,0.070512,0.021593
47358,0.039053,0.060639
97476,0.008498,0.018709
33792,0.005424,0.007571
2175,0.00217,0.004222
6970,0.008678,0.008873
25454,0.032363,0.030967
40516,0.007413,0.009397
24523,0.05876,0.175846
16621,0.052251,0.053899
213964,0.058037,0.161028
31474,0.026397,0.075678
215256,0.03164,0.099324
108001,0.064003,0.171786
117902,0.00687,0.018021
107122,0.006328,0.008045
5659,0.035617,0.044674
108450,0.0226,0.053669
14083,0.040137,0.056312
129088,0.000904,0.00147
164478,0.0226,0.048318
187561,0.07919,0.12221
1234,0.080998,0.074222
101732,0.15169,0.299571
578,0.003435,0.005273
79368,0.023504,0.055732
19267,0.028747,0.071619
25922,0.023685,0.061118
128085,0.00669,0.003827
3687,0.013379,0.008592
32445,0.023323,0.022012
16394,0.012114,0.009679
4240,0.166154,0.138708
90268,0.025673,0.035583
12723,0.036341,0.039637
31468,0.022781,0.025598
121779,0.047912,0.11768
43299,0.11318,0.268973
15749,0.134695,0.209936
70318,0.042849,0.093287
22431,0.064003,0.054232
122393,0.015187,0.040981
41823,0.024769,0.051687
19462,0.004882,0.008796
45896,0.000362,0.000675
117188,0.077924,0.137398
8939,0.061291,0.056043
53497,0.011029,0.033769
177499,0.051528,0.213676
95346,0.051889,0.129101
45393,0.009763,0.006921
193946,0.041403,0.090301
42120,0.001446,0.002735
23320,0.002893,0.002802
202537,0.030374,0.057793
206242,0.028385,0.109942
209130,0.042307,0.037282
18714,0.000181,0.000657
9723,0.003797,0.002887
182617,0.12674,0.319203
216890,0.026758,0.031728
24942,0.084976,0.12568
29755,0.006509,0.005062
212914,0.007051,0.011543
134180,0.054059,0.083786
213265,0.011029,0.025233
25064,0.007594,0.008643
68605,0.007413,0.011866
54088,0.036702,0.047151
14440,0.009221,0.015273
153854,0.019526,0.045892
149900,0.017718,0.063293
129924,0.007955,0.005909
21123,0.012837,0.017914
153657,0.017718,0.041338
41967,0.088592,0.246685
160233,0.007774,0.013094
9140,0.182246,0.200933
211836,0.009402,0.014168
29701,0.068884,0.128106
54082,0.026577,0.032119
24453,0.013741,0.014057
24769,0.00217,0.002846
63803,0.061653,0.166477
208908,0.110468,0.228481
171282,0.089315,0.100407
20512,0.009402,0.018626
33446,0.03399,0.087428
4110,0.157295,0.192662
193679,0.00452,0.011703
41243,0.024408,0.033802
7311,0.026035,0.020256
7522,0.108841,0.085266
209308,0.016995,0.058803
34330,0.010125,0.013924
91223,0.027662,0.119494
19728,0.008317,0.010421
48523,0.04972,0.174918
2416,0.019707,0.016305
9375,0.059121,0.066725
136377,0.068884,0.107971
42813,0.015549,0.019897
146721,0.007413,0.007637
22073,0.007594,0.010944
21649,0.007955,0.014915
98289,0.038329,0.065872
23533,0.002531,0.002612
72412,0.024227,0.051722
22648,0.014283,0.020849
113524,0.015187,0.029719
171388,0.028928,0.07903
36551,0.033809,0.0452
33940,0.034713,0.056006
32876,0.031097,0.069847
49700,0.016995,0.035428
2126,0.013018,0.013013
50906,0.001446,0.001802
85189,0.019165,0.026407
30205,0.246791,0.298221
86742,0.04972,0.142079
22403,0.016634,0.014616
8420,0.020611,0.030285
58609,0.005424,0.008227
5874,0.039414,0.084254
214667,0.005062,0.013814
44239,0.00669,0.006998
23167,0.011933,0.014883
36791,0.053155,0.089573
205421,0.092027,0.347443
203270,0.029289,0.042734
126184,0.020792,0.024068
8523,0.006509,0.010627
171558,0.075212,0.151097
37300,0.010125,0.02163
13221,0.092027,0.086934
136352,0.060387,0.124194
27150,0.01808,0.026679
115586,0.037245,0.037848
199359,0.027662,0.069628
